position,institution,location,num_conv,n_vac,payment,begin_date,end_date
TECNICO/A EN ENFERMERIA,RED DE SALUD TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-028,1,"S/. 1,800.00",26/09/2024,10/10/2024
ESPECIALISTA ADMINISTRATIVO,MUNICIPALIDAD DISTRITAL DE CALANA,TACNA - CALANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-16,1,"S/. 1,900.00",26/09/2024,10/10/2024
ABOGADO/A (ASESOR/A LEGAL),GOBIERNO REGIONAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-008,1,"S/. 3,500.00",26/09/2024,10/10/2024
DEFENSOR PÚBLICO EN EL NUEVO CÓDIGO PROCESAL PENAL,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,TACNA - CANDARAVE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-851,1,"S/. 5,114.19",26/09/2024,10/10/2024
ESPECIALISTA 1,MUNICIPALIDAD PROVINCIAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-105,3,"S/. 3,300.00",25/09/2024,09/10/2024
ADMINISTRADOR/A,PODER JUDICIAL,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-027,1,"S/. 6,010.00",25/09/2024,09/10/2024
PERSONAL DE SEGURIDAD,PODER JUDICIAL,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-026,1,"S/. 1,950.00",25/09/2024,09/10/2024
SUB GERENTE DE ABASTECIMIENTO,MUNICIPALIDAD DISTRITAL ALTO DE ALIANZA,TACNA - ALTO DE LA ALIANZA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-28,1,"S/. 4,000.00",25/09/2024,09/10/2024
ANALISTA,MUNICIPALIDAD PROVINCIAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-105,1,"S/. 2,800.00",25/09/2024,09/10/2024
QUIMICO FARMACEUTICO,RED DE SALUD TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-027,1,"S/. 3,414.19",24/09/2024,07/10/2024
SUB GERENTE DE TECNOLOGIA DE LA INFORMACIÓN Y COMUNICACIÓN,MUNICIPALIDAD DISTRITAL ALTO DE ALIANZA,TACNA - ALTO DE LA ALIANZA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-27,1,"S/. 4,000.00",23/09/2024,04/10/2024
ASISTENTE PROFESIONAL,MUNICIPALIDAD PROVINCIAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-104,1,"S/. 2,250.00",23/09/2024,04/10/2024
ASISTENTE PROFESIONAL C (RESPONSABLE DEL PROGRAMA VASO DE LECHE),MUNICIPALIDAD DISTRITAL ALTO DE ALIANZA,TACNA - ALTO DE LA ALIANZA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-26,1,"S/. 2,000.00",23/09/2024,04/10/2024
JEFE DE OFICINA PARA LA OFICINA DE ABASTECIMIENTO,MUNICIPALIDAD DISTRITAL DE ITE,TACNA - ITE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-029,1,"S/. 6,800.00",20/09/2024,03/10/2024
CONVOCATORIA PARA LA CONTRATACIÓN ADMINISTRATIVA DE SERVICIO CAS (NECESIDAD TRANSITORIA) DE UN/A (01) TRABAJADOR/A SOCIAL PARA CEM COMISARÍA NATIVIDAD – TACNA,PROGR NAC PARA LA PREVENC Y ERRADIC DE LA VIOLENCIA CONTRA LAS MUJERES E INTEG DEL GRUP FAM-AURORA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-495,1,"S/. 4,000.00",20/09/2024,03/10/2024
PROFESIONAL DE APOYO EN LABORES DE CONTROL,ZONA REGISTRAL NRO.XIII SEDE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-27,1,"S/. 3,000.00",19/09/2024,02/10/2024
ANALISTA DE BIENESTAR SOCIAL,ZONA REGISTRAL NRO.XIII SEDE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-28,1,"S/. 2,500.00",19/09/2024,02/10/2024
ESPECIALISTA 2,MUNICIPALIDAD PROVINCIAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-103,1,"S/. 3,750.00",19/09/2024,02/10/2024
SUB GERENTE/A DE COOPERACIÓN TÉCNICA INTERNACIONAL,GOBIERNO REGIONAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 6,000.00",18/09/2024,01/10/2024
CONTADOR/A II,GOBIERNO REGIONAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-006,1,"S/. 3,000.00",18/09/2024,01/10/2024
TÉCNICO ADMINISTRATIVO - TESORERÍA,UNIDAD DE GESTION EDUCATIVA LOCAL DE TACNA - UGEL TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-30,1,"S/. 1,600.00",18/09/2024,01/10/2024
ANALISTA,MUNICIPALIDAD PROVINCIAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-102,1,"S/. 2,800.00",17/09/2024,30/09/2024
"APOYO ADMINISTRATIVO TECNICO ""A""",MUNICIPALIDAD PROVINCIAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-102,1,"S/. 1,600.00",17/09/2024,30/09/2024
"APOYO ADMINISTRATIVO TECNICO ""B""",MUNICIPALIDAD PROVINCIAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-102,3,"S/. 1,600.00",17/09/2024,30/09/2024
"APOYO ADMINISTRATIVO TECNICO ""C""",MUNICIPALIDAD PROVINCIAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-102,3,"S/. 1,600.00",17/09/2024,30/09/2024
ESPECIALISTA 1,MUNICIPALIDAD PROVINCIAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-102,1,"S/. 3,300.00",17/09/2024,30/09/2024
"ASISTENTE PROFESIONAL ""A""",MUNICIPALIDAD PROVINCIAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-102,1,"S/. 2,250.00",17/09/2024,30/09/2024
JEFE DEL ORGANO DESCONCENTRADO DE ADMINISTRACION DE AGUA Y SERVICIO DE SANEAMIENTO AMBIENTAL,MUNICIPALIDAD DISTRITAL DE CALANA,TACNA - CALANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-016,1,"S/. 3,100.00",17/09/2024,30/09/2024
"ASISTENTE PROFESIONAL ""B""",MUNICIPALIDAD PROVINCIAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-102,1,"S/. 2,250.00",17/09/2024,30/09/2024
TECNICO/A EN FARMACIA,RED DE SALUD TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-026,1,"S/. 1,914.19",16/09/2024,27/09/2024
APOYO LEGAL EN LA SECRETARÍA GENERAL DE PRESIDENCIA,PODER JUDICIAL,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-024,1,"S/. 3,722.00",16/09/2024,27/09/2024
ASISTENTE EN FUNCIÓN FISCAL,MINISTERIO PUBLICO-GERENCIA GENERAL,TACNA - CORONEL GREGORIO ALBARRACIN LANCH,728-32,1,"S/. 4,672.11",16/09/2024,27/09/2024
ASISTENTE ADMINISTRATIVO,MINISTERIO PUBLICO-GERENCIA GENERAL,TACNA - TACNA,728-32,1,"S/. 3,901.11",16/09/2024,27/09/2024
ASISTENTE EN FUNCIÓN FISCAL,MINISTERIO PUBLICO-GERENCIA GENERAL,TACNA - TACNA,728-32,1,"S/. 4,672.11",16/09/2024,27/09/2024
ASISTENTE EN FUNCIÓN FISCAL,MINISTERIO PUBLICO-GERENCIA GENERAL,TACNA - TACNA,728-32,4,"S/. 4,672.11",16/09/2024,27/09/2024
ASISTENTE EN FUNCIÓN FISCAL,MINISTERIO PUBLICO-GERENCIA GENERAL,TACNA - TACNA,728-32,1,"S/. 4,672.11",16/09/2024,27/09/2024
ASISTENTE EN FUNCIÓN FISCAL,MINISTERIO PUBLICO-GERENCIA GENERAL,TACNA - TACNA,728-32,1,"S/. 4,672.11",16/09/2024,27/09/2024
ASISTENTE EN FUNCIÓN FISCAL,MINISTERIO PUBLICO-GERENCIA GENERAL,TACNA - ALTO DE LA ALIANZA,728-32,1,"S/. 4,672.11",16/09/2024,27/09/2024
ESPECIALISTA EN BUENAS PRÁCTICAS DE ALMACENAMIENTO DE PRODUCTOS COSMÉTICOS,ZONA FRANCA Y ZONA COMERCIAL DE TACNA - ZOFRATACNA,TACNA - TACNA,D.LEG 1057 - INDETERMINADO-001,1,"S/. 3,500.00",16/09/2024,27/09/2024
ANALISTA,MINISTERIO PUBLICO-GERENCIA GENERAL,TACNA - TACNA,728-32,1,"S/. 6,051.11",16/09/2024,27/09/2024
TÉCNICO ADMINISTRATIVO – OFICINA DE RECURSOS HUMANOS,DIRECCION REGIONAL DE EDUCACION TACNA,TACNA - CALANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-19,1,"S/. 2,800.00",13/09/2024,26/09/2024
TÉCNICO ADMINISTRATIVO III,GOBIERNO REGIONAL DE TACNA,TACNA - TACNA,276-007,1,S/. 847.00,13/09/2024,26/09/2024
TECNICO EN PLANILLAS II – UNIDAD FUNCIONAL DE PLANILLAS,DIRECCION REGIONAL DE EDUCACION TACNA,TACNA - CALANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-19,1,"S/. 2,100.00",13/09/2024,26/09/2024
TECNICO EN PLANILLAS I – UNIDAD FUNCIONAL DE PLANILLAS,DIRECCION REGIONAL DE EDUCACION TACNA,TACNA - CALANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-19,1,"S/. 2,200.00",13/09/2024,26/09/2024
"ASISTENTE PROFESIONAL ""B""",MUNICIPALIDAD PROVINCIAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-100,1,"S/. 2,250.00",13/09/2024,26/09/2024
ESPECIALISTA LEGAL - OFICINA DE RECURSOS HUMANOS,DIRECCION REGIONAL DE EDUCACION TACNA,TACNA - CALANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-19,1,"S/. 3,500.00",13/09/2024,26/09/2024
