position,institution,location,num_conv,n_vac,payment,begin_date,end_date
ABOGADO/A,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES,JUNIN - EL TAMBO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-259,1,"S/. 4,000.00",27/09/2024,11/10/2024
ESPECIALISTA LEGAL II - JUNIN,SUPERINTENDENCIA NACIONAL DE FISCALIZACION LABORAL - SUNAFIL,JUNIN - HUANCAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-223,1,"S/. 4,000.00",27/09/2024,11/10/2024
TRADUCTOR E INTERPRETE (ESPECIALIZADO EN LENGUAS ORIGINARIAS Y/O SEÑAS),MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,JUNIN - JUNIN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-857,1,"S/. 5,114.19",26/09/2024,10/10/2024
BIBLIOTECARIO SEDE PICHANAQUI,UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA,JUNIN - PICHANAQUI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-005,1,"S/. 2,600.00",26/09/2024,10/10/2024
ENFERMERA(O) PARA EL SERVICIO DE SALUD - FILIAL SATIPO,UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA,JUNIN - SATIPO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-005,1,"S/. 2,900.00",26/09/2024,10/10/2024
ASISTENTE JURISDICCIONAL DE JUZGADO,PODER JUDICIAL,JUNIN - SATIPO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-069,1,"S/. 2,572.00",26/09/2024,10/10/2024
RESPONSABLE DEL SERVICIO SOCIAL - SATIPO,UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA,JUNIN - MAZAMARI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-005,1,"S/. 2,900.00",26/09/2024,10/10/2024
ASISTENTE JUDICIAL,PODER JUDICIAL,JUNIN - TARMA,728-03,1,"S/. 4,761.00",26/09/2024,10/10/2024
TECNICO ADMINISTRATIVO PARA EL AREA DE RECURSOS HUMANOS,UNIDAD EJECUTORA EDUCACION CHUPACA,JUNIN - CHUPACA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-79,1,"S/. 1,514.19",26/09/2024,10/10/2024
ESPECIALISTAS EN TESORERÍA,UNIDAD EJECUTORA EDUCACION CHUPACA,JUNIN - CHUPACA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-77,1,"S/. 1,914.19",26/09/2024,10/10/2024
ESPECIALISTAS EN INFORMATICA,UNIDAD EJECUTORA EDUCACION CHUPACA,JUNIN - CHUPACA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-76,1,"S/. 2,314.19",26/09/2024,10/10/2024
"ESPECIALISTA EN RELACIONES INTERINSTITUCIONALES, COMUNICACIONES E IMAGEN INSTITUCIONAL",UNIDAD EJECUTORA EDUCACION CHUPACA,JUNIN - CHUPACA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-74,1,"S/. 2,314.19",26/09/2024,10/10/2024
