position,institution,location,num_conv,n_vac,payment,begin_date,end_date
ALMACENERO I,UNIDAD EJECUTORA EDUCACIÓN HUANCASANCOS,AYACUCHO - SANCOS,D.LEG 1057 - DETERMINADO (SUPLENCIA)-05,1,"S/. 2,564.19",24/09/2024,07/10/2024
ESPECIALISTA JUDICIAL DE JUZGADO,PODER JUDICIAL,AYACUCHO - SAN MIGUEL,D.LEG 1057 - DETERMINADO (SUPLENCIA)-057,1,"S/. 2,972.00",24/09/2024,07/10/2024
ESPECIALISTA JUDICIAL DE AUDIENCIA,PODER JUDICIAL,AYACUCHO - SAN MIGUEL,D.LEG 1057 - DETERMINADO (SUPLENCIA)-057,1,"S/. 2,972.00",24/09/2024,07/10/2024
JEFE DE DIVISIÓN DE INFRAESTRUCTURA,MUNICIPALIDAD DISTRITAL DE LLOCHEGUA,AYACUCHO - LLOCHEGUA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-09,1,"S/. 2,614.19",23/09/2024,04/10/2024
ESPECIALISTA EN SUPERVISIÓN Y LIQUIDACION DE OBRAS II (JEFE DE LA DIVISIÓN DE SUPERVISIÓN Y LIQUIDACIÓN DE OBRAS),MUNICIPALIDAD DISTRITAL DE LLOCHEGUA,AYACUCHO - LLOCHEGUA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-09,1,"S/. 2,914.19",23/09/2024,04/10/2024
PERSONAL DE SEGURIADAD CIUDADANA (SERENAZGO),MUNICIPALIDAD DISTRITAL DE LLOCHEGUA,AYACUCHO - LLOCHEGUA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-09,1,"S/. 1,514.19",23/09/2024,04/10/2024
SECRETARIA(O),UNIDAD EJECUTORA EDUCACION VRAE LA MAR,AYACUCHO - CHUNGUI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 1,850.00",23/09/2024,04/10/2024
ESPECIALISTA EN INFRAESTRUCTURA,UNIDAD EJECUTORA EDUCACION VRAE LA MAR,AYACUCHO - SAN MIGUEL,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-016,1,"S/. 2,600.00",23/09/2024,04/10/2024
RESPONSABLE DE LA DIVISIÓN DE GESTION AMBIENTAL,MUNICIPALIDAD DISTRITAL DE LLOCHEGUA,AYACUCHO - LLOCHEGUA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-09,1,"S/. 2,114.19",23/09/2024,04/10/2024
ASISTENTE ADMINISTRATIVO DE GERENCIA MUNICIPAL,MUNICIPALIDAD DISTRITAL DE CHUSCHI,AYACUCHO - CHUSCHI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 1,600.00",20/09/2024,03/10/2024
