position,institution,location,num_conv,n_vac,payment,begin_date,end_date
TECNÓLOGO MÉDICO EN RADIOLOGÍA,HOSPITAL NACIONAL CAYETANO HEREDIA,LIMA - SAN MARTIN DE PORRES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-7,1,"S/. 2,900.00",30/09/2024,14/10/2024
ODONTÓLOGO/A ESPECIALISTA,HOSPITAL NACIONAL CAYETANO HEREDIA,LIMA - SAN MARTIN DE PORRES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-7,1,"S/. 3,600.00",30/09/2024,14/10/2024
MÉDICO GENERAL,HOSPITAL NACIONAL CAYETANO HEREDIA,LIMA - SAN MARTIN DE PORRES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-7,1,"S/. 5,200.00",30/09/2024,14/10/2024
MÉDICO ESPECIALISTA EN EMERGENCIA Y DESASTRES,HOSPITAL NACIONAL CAYETANO HEREDIA,LIMA - SAN MARTIN DE PORRES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-7,1,"S/. 7,300.00",30/09/2024,14/10/2024
LICENCIADO/A EN ENFERMERÍA,HOSPITAL NACIONAL CAYETANO HEREDIA,LIMA - SAN MARTIN DE PORRES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-7,3,"S/. 2,900.00",30/09/2024,14/10/2024
ENFERMERO(A) ESPECIALISTA EN UCI,HOSPITAL NACIONAL CAYETANO HEREDIA,LIMA - SAN MARTIN DE PORRES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-7,1,"S/. 3,600.00",30/09/2024,14/10/2024
AUXILIAR ADMINISTRATIVO,HOSPITAL NACIONAL CAYETANO HEREDIA,LIMA - SAN MARTIN DE PORRES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-7,1,"S/. 1,650.00",30/09/2024,14/10/2024
ASISTENTE,HOSPITAL NACIONAL CAYETANO HEREDIA,LIMA - SAN MARTIN DE PORRES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-7,1,"S/. 2,500.00",30/09/2024,14/10/2024
"""ASISTENTE/A DE ATENCIÓN A USUARIOS/AS EN LA OFICINA DE ATENCIÓN A USUARIOS DE CAÑETE""",SUPERINTENDENCIA NAC.SERV.DE SANEAMIENTO,LIMA - SAN VICENTE DE CAÑETE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-258,1,"S/. 4,500.00",30/09/2024,14/10/2024
SERENO DIE,MUNICIPALIDAD DISTRITAL DE SAN MIGUEL,LIMA - SAN MIGUEL,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-147,1,"S/. 1,800.00",30/09/2024,14/10/2024
SERENO CHOFER,MUNICIPALIDAD DISTRITAL DE SAN MIGUEL,LIMA - SAN MIGUEL,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-145,2,"S/. 1,800.00",30/09/2024,14/10/2024
SECRETARIA,MUNICIPALIDAD DISTRITAL DE SAN MIGUEL,LIMA - SAN MIGUEL,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-149,1,"S/. 2,000.00",30/09/2024,14/10/2024
SERENO GUIA CANINO,MUNICIPALIDAD DISTRITAL DE SAN MIGUEL,LIMA - SAN MIGUEL,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-148,1,"S/. 1,400.00",30/09/2024,14/10/2024
