job_posting_url,vacancies,job_posting_number,salary,start_publication_date,end_publication_date,required_experience,educational_background,specialization,required_knowledge,skills,job_title,public_institution,ubication
https://www.gob.pe/institucion/regionmadrededios/normas-legales/tipos/517-resolucion-gerencial-sub-regional,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-2,"S/. 3,000.00",20/02/2025,05/03/2025,"EXPERIENCIA EN CONDUCCIÓN DE CAMIONETA, VOLQUETE Y/O MAQUINARIA PESADA NO MENOR DE DOS (2) AÑOS.",EDUCACIÓN SECUNDARIA COMPLETA.,"- CONTAR CON BREVETE: CATEGORIA A-IIB EN ADELANTE  - RÉCORD DE CONDUCTOR ACTUALIZADO, QUE ACREDITE NO CONTAR CON SANCIONES NI PAPELETAS EN EL ÚLTIMO AÑO.",CURSOS DE CAPACITACION EN OPERACIÓN Y MANTENIMIENTO (CAMIONETA),"DE PERSONALIDAD PROACTIVA Y CON INICIATIVA; DISPOSICIÓN PARA TRABAJAR EN EQUIPO; CAPACIDAD ANALÍTICA Y ORGANIZATIVA; DISPOSICIÓN PARA TRABAJO BAJO PRESIÓN; VOCACIÓN DE SERVICIO; CAPAZ DE DESENVOLVERSE EFICIENTEMENTE EN EL ÁREA PRODUCTIVA DE NUESTRA ENTIDAD QUE CUENTA CON ESTE TIPO DE VEHÍCULOS. (REALIZANDO EL MANTENIMIENTO PREVENTIVO, DE DIAGNÓSTICO Y REPARACIÓN DE SISTEMAS MECÁNICOS, ELÉCTRICOS BÁSICOS QUE LOS CONFORMAN). POSEER UNA SÓLIDA FORMACIÓN VALÓRICA, QUE LE PERMITA ENFRENTAR CON ALTO SENTIDO DE RESPONSABILIDAD LOS COMPROMISOS DE SU TRABAJO DEMANDE.",CONDUCTOR DE LA COMIONETA DE GERENCIA,Unidad Ejecutora 1392 Sub Región Manu,MADRE DE DIOS - MANU
https://www.gob.pe/institucion/regionmadrededios/normas-legales/tipos/517-resolucion-gerencial-sub-regional,1,276-2,"S/. 2,945.00",20/02/2025,05/03/2025,"EXPERIENCIA EN ACCIONES DEL SISTEMA DE PRESUPUESTO, NO MENOR A 4 AÑOS.","TÍTULO PROFESIONAL UNIVERSITARIO EN INGENIERÍA CIVIL, ADMINISTRACIÓN, CONTABILIDAD O ECONOMÍA. PROFESIONAL TITULADO COLEGIADO Y HABILITADO.",CAPACITACIÓN ESPECIALIZADA EN FORMULACIÓN DE PERFILES DE PROYECTOS DE INVERSIÓN PÚBLICA.,CAPACITACIÓN ESPECIALIZADA EN FORMULACIÓN DE PERFILES DE PROYECTOS DE INVERSIÓN PÚBLICA.,"DOMINIO EN OFFICE, WORD, POWER POINT. (BÁSICO)  EXCEL; (INTERMEDIO)  COMUNICACIÓN EMPÁTICA CAPACIDAD DE TRABAJO EN EQUIPO Y PROACTIVO",ESPECIALISTA ADMINISTRATIVO IV,Unidad Ejecutora 1392 Sub Región Manu,MADRE DE DIOS - MANU
https://apps.reniec.gob.pe/postulareniec/empleo,2,D.Leg 1057 - Determinado (Necesidad Transitoria)-033,"S/. 1,500.00",19/02/2025,04/03/2025,"EXPERIENCIA GENERAL DE UN (01) AÑO EN EL SECTOR PÚBLICO O PRIVADO. (INDISPENSABLE)
EXPERIENCIA ESPECIFICA DE UN (01) AÑO EN LA FUNCIÓN O LA MATERIA. (INDISPENSABLE)","TÉCNICO PROFESIONAL EGRESADO EN ADMINISTRACIÓN, CONTABILIDAD, EDUCACIÓN O COMPUTACIÓN; O ESTUDIANTE UNIVERSITARIO DEL ÚLTIMO CICLO EN DERECHO, ADMINISTRACIÓN, CONTABILIDAD, ECONOMÍA, EDUCACIÓN O COMPUTACIÓN. (INDISPENSABLE)",CURSO DE DOCE (12) HORAS ACUMULATIVAS EN ATENCIÓN AL PÚBLICO. (INDISPENSABLE),"CONOCIMIENTOS DE PROCESADOR DE TEXTO, HOJA DE CÁLCULO Y PROGRAMA DE PRESENTACIONES A NIVEL BÁSICO.  CONOCIMIENTO DE TEMAS REGISTRALES Y EN ATENCIÓN AL PÚBLICO.","ADAPTABILIDAD, DINAMISMO, COMUNICACIÓN ORAL Y VOCACIÓN DE SERVICIO.",REGISTRADOR II,Registro Nacional De Identificación Y Estado Civil,MADRE DE DIOS - TAMBOPATA
https://apps.reniec.gob.pe/postulareniec/empleo,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-014,"S/. 1,800.00",19/02/2025,04/03/2025,"EXPERIENCIA GENERAL 	UN (01) AÑO. (INDISPENSABLE)
EXPERIENCIA ESPECÍFICA	UN (01) AÑO DE EXPERIENCIA EN LA FUNCIÓN O LA MATERIA. (INDISPENSABLE)
EXPERIENCIA EN EL SECTOR PÚBLICO	UN (01) AÑO EN EL SECTOR PÚBLICO. (INDISPENSABLE)","BACHILLER UNIVERSITARIO EN DERECHO, ADMINISTRACIÓN,  CONTABILIDAD, EDUCACIÓN, INGENIERIA O PSICOLOGIA. (INDISPENSABLE)",CURSO DE DOCE (12) HORAS ACUMULATIVAS EN ATENCIÓN AL PÚBLICO. (DE PREFERENCIA),"CONOCIMIENTO DE TEMAS DE REGISTROS CIVILES, CONOCIMIENTO EN ATENCIÓN AL PÚBLICO, PROCESADOR DE TEXTO, HOJA DE CÁLCULO Y PROGRAMA DE PRESENTACIONES A NIVEL BÁSICO.","ADAPTABILIDAD, DINAMISMO, TRABAJO EN EQUIPO Y VOCACIÓN DE SERVICIO.",REGISTRADOR I,Registro Nacional De Identificación Y Estado Civil,MADRE DE DIOS - TAMBOPATA
https://apps.reniec.gob.pe/postulareniec/empleo,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-015,"S/. 1,800.00",19/02/2025,04/03/2025,"EXPERIENCIA GENERAL 	UN (01) AÑO. (INDISPENSABLE)
EXPERIENCIA ESPECÍFICA	UN (01) AÑO DE EXPERIENCIA EN LA FUNCIÓN O LA MATERIA. (INDISPENSABLE)
EXPERIENCIA EN EL SECTOR PÚBLICO	UN (01) AÑO EN EL SECTOR PÚBLICO. (INDISPENSABLE)","BACHILLER UNIVERSITARIO EN DERECHO, ADMINISTRACIÓN,  CONTABILIDAD, EDUCACIÓN, INGENIERIA O PSICOLOGIA. (INDISPENSABLE)",CURSO DE DOCE (12) HORAS ACUMULATIVAS EN ATENCIÓN AL PÚBLICO. (DE PREFERENCIA),"CONOCIMIENTO DE TEMAS DE REGISTROS CIVILES, CONOCIMIENTO EN ATENCIÓN AL PÚBLICO, PROCESADOR DE TEXTO, HOJA DE CÁLCULO Y PROGRAMA DE PRESENTACIONES A NIVEL BÁSICO.","ADAPTABILIDAD, DINAMISMO, TRABAJO EN EQUIPO Y VOCACIÓN DE SERVICIO.",REGISTRADOR I,Registro Nacional De Identificación Y Estado Civil,MADRE DE DIOS - TAMBOPATA
https://convocatorias.minsa.gob.pe/convocatorias,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-010,"S/. 8,000.00",18/02/2025,03/03/2025,"¿	EXPERIENCIA LABORAL DE CUATRO (04) AÑOS EN EL SECTOR PÚBLICO Y/O PRIVADO.
¿	¿	EXPERIENCIA LABORAL DE DOS (02) AÑOS PARA EL PUESTO EN FUNCIÓN O LA MATERIA, EN EL SECTOR PÚBLICO Y/O PRIVADO.
¿	EXPERIENCIA LABORAL DE UN (01) AÑO PARA EL PUESTO EN FUNCIÓN O LA MATERIA, EN EL SECTOR PÚBLICO.","¿	TÍTULO UNIVERSITARIO EN BIOLOGÍA, MEDICINA VETERINARIA, MÉDICO CIRUJANO, INGENIERO QUÍMICO, INGENIERO EN INDUSTRIAS ALIMENTARIAS, INGENIERO EN ALIMENTOS, INGENIERÍA AGROINDUSTRIAL, INGENIERÍA INDUSTRIAL, LICENCIADO(A) EN ENFERMERÍA, LICENCIADO(A) EN QUÍMICA O LICENCIADO EN NUTRICIÓN. ¿	COLEGIADO Y HABILITADO. ¿	ACREDITAR HABER REALIZADO SERUMS EN CASO DE PROFESIONALES DE SALUD CUANDO CORRESPONDA.",¿	CURSO O DIPLOMADO O ESPECIALIZACIÓN EN BUENAS PRÁCTICAS DE MANUFACTURAS (BPM) Y/O CURSOS EN SISTEMA HACCP Y/O CURSO EN HIGIENE Y SANEAMIENTO Y/O LEGISLACIÓN ALIMENTARIA O GESTIÓN DE PROCESOS Y/O GESTIÓN DE LA INOCUIDAD ALIMENTARIA Y/O AFINES.,"¿	LEY N° 26842 LEY GENERAL DE SALUD, D. LEG. N° 1062 LEY DE INOCUIDAD DE LOS ALIMENTOS, D.S. N° 34-2008-AG, REGLAMENTO DE LA LEY DE INOCUIDAD DE LOS ALIMENTOS, PRINCIPIOS GENERALES DE HIGIENE APROBADO POR D. S. N° 007-98-SA, LEY N° 27444 DE PROCEDIMIENTOS ADMINISTRATIVOS. ¿	CONOCIMIENTO EN PROCESADOR DE TEXTOS A NIVEL BÁSICO. ¿	CONOCIMIENTO EN HOJAS DE CÁLCULO A NIVEL BÁSICO. ¿	CONOCIMIENTO EN PROGRAMA DE PRESENTACIONES A NIVEL BÁSICO. ¿	CONOCIMIENTO EN INGLES A NIVEL BÁSICO.",¿	TRABAJO EN EQUIPO. ¿	COMUNICATIVO. ¿	HABILIDAD ANALÍTICA,ESPECIALISTA EN INOCUIDAD ALIMANTARIA Y SALUD AMBIENTAL – REGIÓN MADRE DE DIOS,Ministerio De Salud,MADRE DE DIOS - TAMBOPATA
https://app1.susalud.gob.pe:8081/externo/portal/convocatoriasportal.aspx,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-004,"S/. 3,500.00",17/02/2025,28/02/2025,"EXP. GENERAL: TRES (03) AÑOS
EXP. ESPECÍFICA: DOS (02) AÑOS EN LA FUNCIÓN O LA MATERIA (EXPERIENCIA EN LA FUNCIÓN O MATERIA RELACIONADOS A LABORES ASISTENCIALES O ADMINISTRATIVAS)
UN (01) AÑO EN EL SECTOR PÚBLICO, QUE DEBEN FORMAR PARTE DE LOS DOS (02) AÑOS EN LA FUNCIÓN O MATERIA.",TÍTULO UNIVERSITARIO COMO PROFESIONAL DE LA SALUD. CON COLEGIATURA Y HABILITACIÓN PROFESIONAL VIGENTE,CURSO EN GESTIÓN DE SERVICIOS DE SALUD O GESTIÓN DE LA SALUD O SALUD PÚBLICA O GESTIÓN DE LA SEGURIDAD DEL PACIENTE O CALIDAD DE ATENCION Y LA CALIDAD DE LA SALUD O ATENCIÓN INTEGRAL EN SALUD O AFINES (MÍNIMO 24 HORAS),"DERECHOS EN SALUD, DECRETO SUPREMO N° 002-2019-SA, OFIMÁTICA A NIVEL BÁSICO","CALIDAD EN LA ATENCIÓN AL USUARIO, TRABAJO EN EQUIPO, ADAPTACIÓN AL CAMBIO, VOCACIÓN DE SERVICIO Y ORIENTACIÓN A RESULTADOS.",UN/A (1) ESPECIALISTA DELEGADO EN SALUD,Superintendencia Nacional De Salud (Susalud),MADRE DE DIOS - TAMBOPATA
https://convocatoria.minjus.gob.pe/convocatoria/public/index.xhtml,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-147,"S/. 2,264.19",17/02/2025,28/02/2025,"•	EXPERIENCIA LABORAL GENERAL MÍNIMA DE DOS (02) AÑOS EN EL SECTOR PÚBLICO Y/O PRIVADO (ACREDITAR CON CONSTANCIA, CERTIFICADO Y/O DOCUMENTO ANÁLOGO).
•	EXPERIENCIA ESPECÍFICA MÍNIMA DE UN (01) AÑO DESARROLLANDO FUNCIONES ADMINISTRATIVAS EN EL SECTOR PÚBLICO Y/O PRIVADO. (NIVEL MÍNIMO DE AUXILIAR ADMINISTRATIVO O SU EQUIVALENCIA) (ACREDITAR CON CONSTANCIA, CERTIFICADO Y/O DOCUMENTO ANÁLOGO).",•	EGRESADO EN LA CARRERA DE SECRETARIADO Y/O ADMINISTRACIÓN Y/O COMPUTACIÓN Y/O CONTABILIDAD (DESDE TÉCNICO BÁSICO DE 1 A 2 AÑOS HASTA EL NIVEL UNIVERSITARIO) (ACREDITAR CON CONSTANCIA DE EGRESO).,NO APLICA,"•	CONOCIMIENTOS TÉCNICOS (*): CONOCIMIENTOS EN ADMINISTRACIÓN BÁSICA, TÉCNICAS DE ARCHIVO, SECRETARIADO Y REDACCIÓN  •	CONOCIMIENTOS DE OFIMÁTICA (*): PROCESADOR DE TEXTOS (WORD, OPEN OFFICE WRITE, ETC.), HOJA DE CÁLCULO (EXCEL, OPENCALC, ETC.) PROGRAMA DE PRESENTACIONES (POWER POINT, PREZI, ETC.),  TODOS CON NIVEL DE DOMINIO BÁSICO",•	COMPROMISO •	RESPONSABILIDAD •	VOCACIÓN DE SERVICIO •	ADAPTABILIDAD – FLEXIBILIDAD •	COMUNICACIÓN •	ORIENTACIÓN A RESULTADOS •	CAPACIDAD DE PLANIFICACIÓN Y ORGANIZACIÓN •	CALIDAD DE TRABAJO •	CAPACIDAD DE ANÁLISIS Y SÍNTESIS •	TRABAJO EN EQUIPO,AUXILIAR ADMINISTRATIVO,Ministerio De Justicia Y Derechos Humanos,MADRE DE DIOS - MADRE DE DIOS
https://www.gob.pe/iiap,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-01,"S/. 8,000.00",14/02/2025,27/02/2025,"EXPERIENCIA GENERAL:TRES (03) AÑOS EN EL SECTOR PÚBLICO Y/O PRIVADO.
EXPERIENCIA ESPECÍFICA:DOS (02) AÑOS EN INVESTIGACIÓN SOBRE RESTAURACIÓN DE PAISAJES DEGRADADOS, FISIOLOGÍA DE PLANTAS, BIO REMEDIACIÓN, SISTEMAS AGROFORESTALES Y PROPAGACIÓN VEGETATIVA DE PLANTAS.","TÍTULO PROFESIONAL EN CIENCIAS AGRONÓMICAS, CIENCIAS FORESTALES, CIENCIAS BIOLÓGICAS, INGENIERÍA QUÍMICA (COLEGIADO Y HABILITADO). CON GRADO DE DOCTOR EN ÁREAS AFINES AL CARGO.","50 HORAS ACUMULADAS, EN CURSOS SOBRE RESTAURACIÓN DE PAISAJES DEGRADADOS, SISTEMAS AGROFORESTALES, PROPAGACIÓN VEGETATIVA DE PLANTAS, MANEJO DE SISTEMAS DE INFORMACIÓN GEOGRÁFICAS (SIG) Q GIS, ARC GIS PRO, REDACCIÓN CIENTÍFICA Y DE SOFTWARE ESTADÍSTICO R (ANTIGÜEDAD MÁXIMA DE 5 AÑOS). ACREDITAR CUATRO (04) ARTÍCULOS CIENTÍFICOS PUBLICADOS EN REVISTAS INDEXADAS CON FACTOR DE IMPACTO SOBRE ÁREAS AFINES AL CARGO.","CONOCIMIENTO SOBRE EL ANÁLISIS E INTERPRETACIÓN DE LAS CARACTERÍSTICAS FÍSICAS, QUÍMICAS Y BIOLÓGICAS DE SUELOS. CONOCIMIENTO SOBRE ANÁLISIS E INTERPRETACIÓN DE METALES PESADOS EN SUELOS Y TEJIDOS VEGETALES SEGÚN ECA. CONOCIMIENTO DE SOFTWARES ESTADÍSTICOS COMO R, SPSS, SAS, U OTROS DE SU ESPECIALIDAD. CONOCIMIENTO DE OFIMÁTICA (WORD, EXCEL Y POWERPOINT), NIVEL AVANZADO. CONOCIMIENTO DE IDIOMAS INGLÉS Y/O PORTUGUÉS Y OTROS, NIVEL INTERMEDIO. CONOCIMIENTO EN FORMULACIÓN Y GESTIÓN DE PROYECTOS DE INVESTIGACIÓN. CONOCIMIENTO DE SISTEMAS DE INFORMACIÓN GEOGRÁFICAS (SIG) Q GIS, ARC GIS PRO. CONOCIMIENTO DEL USO DE DRONES Y PROCESAMIENTO DE IMÁGENES ORTOMOSAICOS.","LIDERAZGO PARA MANEJAR GRUPOS DE INVESTIGACIÓN. ACTITUD Y SUFICIENCIA PARA TRABAJAR EN EQUIPO Y BAJO PRESIÓN. CAPACIDAD DE COORDINACIÓN DE PROYECTOS DE INVESTIGACIÓN. CAPACIDAD DE FORMULACIÓN Y GESTIÓN DE PROYECTOS CON FONDOS CONCURSABLES. PROACTIVIDAD, DINAMISMO, CONTROL DE IMPULSOS. CAPACIDAD PARA LOGRAR RESULTADOS CON LOS RECURSOS ASIGNADOS (TIEMPO, FINANCIEROS Y PERSONAL). ESPÍRITU INNOVADOR PARA EL FORTALECIMIENTO Y APOYO PARA NUEVAS IDEAS DE INVESTIGACIONES. CAPACIDAD DE REDACCIÓN DE ARTÍCULOS CIENTÍFICOS PARA PUBLICACIÓN EN REVISTAS INDEXADAS CON FACTOR DE IMPACTO. CAPACIDAD DE COMUNICACIÓN ORAL PARA LA DIFUSIÓN DE RESULTADOS EN EVENTOS TÉCNICOS Y CIENTÍFICOS.",ESPECIALISTA EN RESTAURACIÓN DE PAISAJES DEGRADADOS.,Instituto De Investigaciones De La Amazonia Peruana,MADRE DE DIOS - TAMBOPATA
https://www.sutran.gob.pe/cuadro-convocatorias-cas.html,3,D.Leg 1057 - Determinado (Necesidad Transitoria)-038,"S/. 3,000.00",13/02/2025,26/02/2025,"•	EXPERIENCIA LABORAL GENERAL DE DOS (2) AÑOS EN EL SECTOR PÚBLICO Y/O PRIVADO.
•	EXPERIENCIA LABORAL ESPECÍFICA DE UN (1) AÑO EN EL PUESTO MÍNIMO DE AUXILIAR Y/O ASISTENTE Y/O PUESTOS SIMILARES DEL MISMO NIVEL, EN EL SECTOR PÚBLICO Y/O PRIVADO.","•	GRADO DE BACHILLER UNIVERSITARIO EN LA CARRERA DE ECONOMÍA, ADMINISTRACIÓN, DERECHO, INGENIERÍA MECÁNICA, INGENIERÍA CIVIL, INGENIERÍA DE TRANSPORTE O INGENIERÍA INDUSTRIAL.",•	CURSO EN MATERIA DE NORMATIVA DE TRANSPORTE TERRESTRE Y TRÁNSITO Y/O REGULACIÓN DEL SECTOR DE TRANSPORTE TERRESTRE Y/O LEGISLACIÓN DE TRÁNSITO Y TRANSPORTE TERRESTRE Y/O MARCO REGULATORIO DEL TRANSPORTE Y SEGURIDAD VIAL.,"•	REGLAMENTO NACIONAL DE ADMINISTRACIÓN DE TRANSPORTE, REGLAMENTO NACIONAL DE TRÁNSITO Y CÓDIGO DE ÉTICA. •	OFIMÁTICA NIVEL BÁSICO.","•	ORIENTACIÓN AL RESULTADO, TRABAJO EN EQUIPO, RESOLUCIÓN DE CONFLICTOS, ORIENTACIÓN AL DETALLE.",INSPECTOR/A UD,"Superintendencia De Transporte Terrestre De Personas, Carga Y Mercancias - Sutran",MADRE DE DIOS - TAMBOPATA
