position,institution,location,num_conv,n_vac,payment,begin_date,end_date
JEFE/A DE SEDE DESCONCENTRADA DE ANCASH,SIERRA Y SELVA EXPORTADORA,ANCASH - HUARAZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-029,1,"S/. 8,114.19",26/09/2024,10/10/2024
RESPONSABLE EN TRABAJO SOCIAL,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,ANCASH - HUARAZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-856,1,"S/. 4,114.19",26/09/2024,10/10/2024
ESPECIALISTA LEGAL II - ANCASH,SUPERINTENDENCIA NACIONAL DE FISCALIZACION LABORAL - SUNAFIL,ANCASH - CHIMBOTE,D.LEG 1057 - DETERMINADO (SUPLENCIA)-215,1,"S/. 4,000.00",26/09/2024,10/10/2024
TRABAJADOR DE SERVICIO,DIRECCION REGIONAL DE EDUCACION-HUARAZ,ANCASH - CASMA,276-1,1,S/. 860.00,26/09/2024,10/10/2024
DEFENSOR PÚBLICO EN EL NUEVO CÓDIGO PROCESAL PENAL DE LA DIRECCIÓN GENERAL DE DEFENSA PUBLICA Y ACCESO A LA JUSTICIA (ANCASH),MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,ANCASH - CARHUAZ,D.LEG 1057 - DETERMINADO (SUPLENCIA)-864,1,"S/. 5,114.19",26/09/2024,10/10/2024
DEFENSOR PÚBLICO DE DEFENSA DE VÍCTIMAS SNEJ,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,ANCASH - HUARAZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-843,1,"S/. 7,114.19",26/09/2024,10/10/2024
DEFENSOR PÚBLICO EN EL NUEVO CÓDIGO PROCESAL PENAL,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,ANCASH - OCROS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-850,1,"S/. 5,114.19",26/09/2024,10/10/2024
TRABAJADOR DE SERVICIO II,UNIDAD DE GESTION EDUCATIVA LOCAL DE POMABAMBA,ANCASH - POMABAMBA,276-005,1,"S/. 2,200.00",25/09/2024,09/10/2024
CONVOCATORIA PARA LA CONTRATACIÓN ADMINISTRATIVA DE SERVICIO CAS (NECESIDAD TRANSITORIA) DE UN/A (01) PROMOTOR/A PARA CENTRO DE EMERGENCIA MUJER (CEM) ASUNCIÓN - ANCASH,PROGR NAC PARA LA PREVENC Y ERRADIC DE LA VIOLENCIA CONTRA LAS MUJERES E INTEG DEL GRUP FAM-AURORA,ANCASH - CHACAS,D.LEG 1057 - DETERMINADO (SUPLENCIA)-485,1,"S/. 3,500.00",20/09/2024,03/10/2024
SECRETARIO I - ORGANO DE CONTROL INSTITUCIONAL OCI - UGEL MARISCAL LUZURIAGA,UNIDAD DE GESTION EDUCATIVA LOCAL DE MARISCAL LUZURIAGA,ANCASH - PISCOBAMBA,276-003,1,"S/. 1,023.75",20/09/2024,03/10/2024
CONVOCATORIA PARA LA CONTRATACIÓN ADMINISTRATIVA DE SERVICIO CAS (NECESIDAD TRANSITORIA) DE UN/A (01) TRABAJADOR/A SOCIAL PARA EL CENTRO DE EMERGENCIA MUJER – ANCASH - HUAYLAS,PROGR NAC PARA LA PREVENC Y ERRADIC DE LA VIOLENCIA CONTRA LAS MUJERES E INTEG DEL GRUP FAM-AURORA,ANCASH - HUAYLAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-492,1,"S/. 4,000.00",20/09/2024,03/10/2024
UN/A (01) TRABAJADOR/A SOCIAL CEM HUARAZ - ANCASH,PROGR NAC PARA LA PREVENC Y ERRADIC DE LA VIOLENCIA CONTRA LAS MUJERES E INTEG DEL GRUP FAM-AURORA,ANCASH - HUARAZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-498,1,"S/. 4,000.00",20/09/2024,03/10/2024
ESPECIALISTA DE LA UNIDAD TERRITORIAL DE CHIMBOTE,FONDO DE SALUD PARA LA POLICIA NACIONAL,ANCASH - CHIMBOTE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-39,1,"S/. 9,000.00",20/09/2024,03/10/2024
MEDICO CIRUJANO-HOSPITAL DE APOYO POMABAMBA,DIRECCION DE RED DE SALUD CONCHUCOS NORTE,ANCASH - POMABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 5,200.00",19/09/2024,02/10/2024
ENFERMERA/O - P.S. CHINCHOBAMBA,DIRECCION DE RED DE SALUD CONCHUCOS NORTE,ANCASH - POMABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 2,299.00",19/09/2024,02/10/2024
TRABAJADOR/A SOCIAL - SEDE ADMINISTRATIVA,DIRECCION DE RED DE SALUD CONCHUCOS NORTE,ANCASH - POMABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 2,900.00",19/09/2024,02/10/2024
TECNICO EN ENFERMERIA-P. S SICSIBAMBA,DIRECCION DE RED DE SALUD CONCHUCOS NORTE,ANCASH - POMABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 1,800.00",19/09/2024,02/10/2024
QUÍMICO FARMACÉUTICO - SEDE ADMINISTRATIVO,DIRECCION DE RED DE SALUD CONCHUCOS NORTE,ANCASH - POMABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 2,000.00",19/09/2024,02/10/2024
QUIMICO FARMACEUTICO-C.S HUAYLLABAMBA,DIRECCION DE RED DE SALUD CONCHUCOS NORTE,ANCASH - POMABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 2,900.00",19/09/2024,02/10/2024
MEDICO ESPECIALISTA - HOSPITAL DE APOYO POMABAMBA,DIRECCION DE RED DE SALUD CONCHUCOS NORTE,ANCASH - POMABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 7,300.00",19/09/2024,02/10/2024
MÉDICO ESPECIALISTA RADIOLOGÍA - HOSPITAL DE POMABAMBA,DIRECCION DE RED DE SALUD CONCHUCOS NORTE,ANCASH - POMABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 9,000.00",19/09/2024,02/10/2024
ABOGADO - SEDE CENTRAL I,DIRECCION REGIONAL DE EDUCACION-HUARAZ,ANCASH - HUARAZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-18,1,"S/. 3,114.19",18/09/2024,01/10/2024
ESPECIALISTA EN MONITOREO Y ARTICULACIÓN TERRITORIAL,DIRECCION REGIONAL DE EDUCACION-HUARAZ,ANCASH - HUARAZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-17,1,"S/. 3,114.19",18/09/2024,01/10/2024
ESPECIALISTA EN CONTRATACIONES Y ADQUISICIONES,DIRECCION REGIONAL DE EDUCACION-HUARAZ,ANCASH - HUARAZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-18,1,"S/. 3,114.19",18/09/2024,01/10/2024
ABOGADO I (ANALISTA LEGAL),DIRECCION REGIONAL DE EDUCACION-HUARAZ,ANCASH - HUARAZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-18,1,"S/. 3,114.19",18/09/2024,01/10/2024
ANALISTA EN IMPLEMENTACIÓN DEL MODELO DE INTEGRIDAD,DIRECCION REGIONAL DE EDUCACION-HUARAZ,ANCASH - HUARAZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-18,1,"S/. 3,114.19",18/09/2024,01/10/2024
OPERADOR DE SISTEMAS,DIRECCION REGIONAL DE EDUCACION-HUARAZ,ANCASH - HUARAZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-18,1,"S/. 2,114.19",18/09/2024,01/10/2024
CENTRO DE SALUD LA VICTORIA,RED DE SALUD PACIFICO SUR,ANCASH - HUARMEY,D.LEG 1057 - DETERMINADO (SUPLENCIA)-002,2,"S/. 5,314.00",17/09/2024,30/09/2024
HOSPITAL DE APOYO HUARMEY,RED DE SALUD PACIFICO SUR,ANCASH - HUARMEY,D.LEG 1057 - DETERMINADO (SUPLENCIA)-002,1,"S/. 5,314.00",17/09/2024,30/09/2024
CENTRO DE SALUD QUILLO,RED DE SALUD PACIFICO SUR,ANCASH - QUILLO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-002,1,"S/. 3,014.19",17/09/2024,30/09/2024
PUESTO DE SALUD HUANCHUY,RED DE SALUD PACIFICO SUR,ANCASH - BUENA VISTA ALTA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-002,1,"S/. 1,869.19",17/09/2024,30/09/2024
