job_posting_url,vacancies,job_posting_number,salary,start_publication_date,end_publication_date,required_experience,educational_background,specialization,required_knowledge,skills,job_title,public_institution,ubication
https://http://www2.ugelsanmiguel.gob.pe/,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-2,"S/. 2,964.19",07/02/2025,20/02/2025,"EXPERIENCIA GENERAL: 01 AÑO Y 06 MESES EN EL SECTOR PÚBLICO O PRIVADO, EXPERIENCIA ESPECÍFICA: 01 AÑO DE EXPERIENCIA EN EL TRABAJO CON PERSONAS CON DISCAPACIDAD.","TITULO UNIVERSITARIO EN TECNÓLOGO MÉDICO, ESPECIALIDAD TERAPIA FÍSICA, REHABILITACIÓN, TERAPIA OCUPACIONAL O TERAPIA DE LENGUAJE",NO APLICA,COMPETENCIAS OCUPACIONALES PARA LA ATENCIÓN DE PERSONAS EN CONDICIÓN DE DISCAPACIDAD. TRABAJO CON FAMILIAS. DESARROLLO EVOLUTIVO.,"BRINDAR ATENCIÓN EDUCATIVA A ESTUDIANTES CON DISCAPACIDAD INTELECTUAL SEVERA QUE REQUIEREN APOYOS PERMANENTES Y ESPECIALIZADOS, QUE ASISTEN A LOS SERVICIOS DE LOS CENTROS DE EDUCACIÓN BÁSICA ESPECIAL, A TRAVÉS DE ACCIONES PERTINENTES EN LA MODALIDAD DE ATENCIÓN QUE BRINDE EL SERVICIO EDUCATIVO; QUE FAVOREZCAN EL DESARROLLO DE SUS COMPETENCIAS SEGÚN SUS FORTALEZAS, LAS BARRERAS QUE AFRONTAN Y LOS APOYOS QUE REQUIEREN, PROYECTADOS O A CONSIDERAR EN EL PLAN EDUCATIVO PERSONALIZADO - ¿¿¿.","PROFESIONAL EN TECNOLOGÍA MÉDICA CON MENCIÓN EN TERAPIA FÍSICA, OCUPACIONAL O DE LENGUAJE PARA CEBE",Unidad De Gestion Educativa Local De La Provincia De San Miguel - Ugel San Miguel,CAJAMARCA - SAN MIGUEL
https://http://www2.ugelsanmiguel.gob.pe/,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-3,"S/. 2,264.19",07/02/2025,20/02/2025,"EXPERIENCIA GENERAL:
 - EXPERIENCIA MÍNIMA DE DOS (02) AÑOS EN SECTOR PÚBLICO Y/O PRIVADO.
• EXPERIENCIA ESPECÍFICA:
 - EXPERIENCIA MÍNIMA DE UN (01) AÑO, COMO TRABAJADOR DEL PUESTO O ALGÚN CARGO
RELACIONADO A RECURSOS HUMANOS Y USO DE SISTEMAS DEL SECTOR PÚBLICO.","REQUISITO MÍNIMO: TÍTULO PROFESIONAL EN INGENIERÍA INFORMÁTICA, ADMINISTRACIÓN, CONTABILIDAD, ECONOMÍA O CARRERAS AFINES.",GESTIÓN PÚBLICA. • CAPACITACIÓN VINCULADA A ESCALAFÓN. • OFIMÁTICA NIVEL BÁSICO.,• SISTEMA AYNI. • MANEJO DE SIGA MEF MODULO LOGÍSTICA. • MANEJO DEL MAD. • CONOCIMIENTOS EN DERECHO LABORAL Y PÚBLICO • CONOCIMIENTO DE GESTIÓN DOCUMENTARIO,"ORGANIZAR LEGAJOS PERSONALES, DIRIGIR Y CONTROLAR EL PROCESO DE ACTUALIZACIÓN Y REGISTRO DE LAS FICHAS ESCALAFONARIAS, EMITIR INFORMES TÉCNICOS",ESPECIALISTA EN ESCALAFÓN,Unidad De Gestion Educativa Local De La Provincia De San Miguel - Ugel San Miguel,CAJAMARCA - SAN MIGUEL
https://http://www2.ugelsanmiguel.gob.pe/,5,D.Leg 1057 - Determinado (Necesidad Transitoria)-2,"S/. 1,614.19",07/02/2025,20/02/2025,"EXPERIENCIA GENERAL DE 12 MESES EN EL SECTOR PÚBLICO O PRIVADO; EXPERIENCIA ESPECÍFICA DE 10 MESES COMO COORDINADOR DE SOPORTE O ASISTENTE DE SOPORTE TÉCNICO EN IIEE O INSTITUCIÓN PÚBLICA O PRIVADA, 10 MESES COMO DOCENTE A CARGO DE AULA DE AIP","EGRESADO TÉCNICA SUPERIOR, COMPUTACIÓN E INFORMÁTICA, O EN EDUCACIÓN CON ESPECIALIDAD DE COMPUTACIÓN E INFORMÁTICA","CURSO DE OFIMATICA O CURSO DE REPARACIÓN O MANTENIMIENTO DE COMPUTADORAS, CURSO DE INTEGRACIÓN DE LAS TIC","MANEJO DE ESTRATEGIAS EN EL USO DE LAS TIC, MANEJA DE APLICACIONES Y SOLUCIONES TECNOLÓGICAS, CONOCIMIENTO SOBRE GESTIÓN, PLANIFICACIÓN, ORGANIZACIÓN Y LIDERAZGO","BRINDAR SOPORTE A LOS DIRECTIVOS, COORDINADORES, DOCENTES, ENTRE OTROS, EN LA EJECUCIÓN DE ACTIVIDADES PEDAGÓGICAS QUE INTEGREN LAS TIC, MEDIANTE LA ASISTENCIA TÉCNICA, REALIZANDO LA ALFABETIZACIÓN DIGITAL A LOS DOCENTES Y PROMOVIENDO EL USO EFICIENTE DE LOS RECURSOS EDUCATIVOS, TECNOLÓGICOS Y AMBIENTES DE APRENDIZAJE",COORDINACIÓN DE INNOVACIÓN Y SOPORTE TECNOLÓGICO,Unidad De Gestion Educativa Local De La Provincia De San Miguel - Ugel San Miguel,CAJAMARCA - SAN MIGUEL
https://http://www2.ugelsanmiguel.gob.pe/,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-3,"S/. 1,464.19",07/02/2025,20/02/2025,"EXPERIENCIA GENERAL: EXPERIENCIA MÍNIMA DE DOS (02) AÑOS EN SECTOR PÚBLICO Y/O
PRIVADO.
• EXPERIENCIA ESPECÍFICA: EXPERIENCIA MÍNIMA DE UN (01) AÑO COMO ASISTENTE O
TÉCNICO ADMINISTRATIVO EN EL SECTOR PÚBLICO.","REQUISITO MÍNIMO: TÍTULO PROFESIONAL TÉCNICO ENCOMPUTACIÓN E INFORMÁTICA, ADMINISTRACIÓN, CONTABILIDAD.","- ASISTENTE ADMINISTRATIVO. - GESTIÓN PÚBLICA. - CURSOS DE OFIMÁTICA A NIVEL BÁSICO (WORD, EXCEL,POWER POINT).",- CONOCIMIENTO DE SIAGIE. - CONOCIMIENTO DEL SISTEMA MI CERTIFICADO DEL MINISTERIO DE EDUCACIÓN. - MANEJO DEL MAD O SISTEMAS DE TRÁMITES ADMINISTRATIVOS.,"• PENSAMIENTO ANALÍTICO • ORIENTACIÓN AL LOGRO • INTERÉS POR EL ORDEN Y CLARIDAD • TRABAJO EN EQUIPO, COOPERACIÓN • COMPROMISO ORGANIZACIONAL",ASISTENTE ADMINISTRATIVO,Unidad De Gestion Educativa Local De La Provincia De San Miguel - Ugel San Miguel,CAJAMARCA - SAN MIGUEL
https://http://www2.ugelsanmiguel.gob.pe/,4,D.Leg 1057 - Determinado (Necesidad Transitoria)-2,"S/. 1,414.19",07/02/2025,20/02/2025,"EXPERIENCIA GENERAL DE 01 AÑO, EN EL SECTOR PÚBLICO O PRIVADO; EXPERIENCIA ESPECÍFICA DE 06 MESES EN MANTENIMIENTO O LIMPIEZA",SECUNDARIA COMPLETA,NO APLICA,"MANEJO DE INSUMOS Y RECURSOS DE LIMPIEZA Y MANTENIMIENTO. MANEJO DE PROCEDIMIENTOS PARA LA DESINFECCIÓN DE AMBIENTES, EQUIPOS Y MATERIALES DE LA IE. CONOCIMIENTOS SOBRE EL FUNCIONAMIENTO DE LAS IIEE JEC.","CONTRIBUIR A BRINDAR UN MEJOR SERVICIO EDUCATIVO A TRAVÉS DEL MANTENIMIENTO Y LIMPIEZA PERMANENTE DE LOS ESPACIOS DE LA LE, AMBIENTES DE APRENDIZAJE, EQUIPOS Y MATERIALES EDUCATIVOS.",PERSONAL DE MANTENIMIENTO,Unidad De Gestion Educativa Local De La Provincia De San Miguel - Ugel San Miguel,CAJAMARCA - SAN MIGUEL
https://http://www2.ugelsanmiguel.gob.pe/,5,D.Leg 1057 - Determinado (Necesidad Transitoria)-2,"S/. 2,764.19",07/02/2025,20/02/2025,"EXPERIENCIA GENERAL DE 01 AÑO EN EL SECTOR PÚBLICO O PRIVADO, EXPERIENCIA ESPECÍFICA DE 10 MESES EN IIEE O PROYECTOS EDUCATIVOS O PROGRAMAS SOCIALES","TITULO UNIVERSITARIO, EN PSICOLOGÍA, SE REQUIERE COLEGIATURA Y HABILITACIÓN PROFESIONAL",CAPACITACIÓN EN HABILIDADES SOCIALES Y/O ACTIVIDADES CON ADOLESCENTES,"CONOCIMIENTO SOBRE GESTIÓN, ESTRATEGIAS DE PREVENCIÓN EN ASPECTOS SOCIOEMOCIONALES, NORMATIVIDAD Y PROCESOS EDUCATIVOS, ENFOQUES DE DERECHO Y GÉNERO, ARTICULACIÓN CON INSTITUCIONES PÚBLICAS O PRIVADAS, GESTIÓN ESCOLAR Y FUNCIONAMIENTO DE LAS JEC","ORIENTAR LA LABOR DE LOS DOCENTES, DIRECTOS Y OTROS MIEMBROS DE LA COMUNIDAD EDUCATIVA PARA BRINDAR SOPORTE SOCIOEMOCIONAL A LOS ESTUDIANTES Y SUS FAMILIAS PROMOVIENDO UNA SANA CONVIVENCIA",PSICOLOGO,Unidad De Gestion Educativa Local De La Provincia De San Miguel - Ugel San Miguel,CAJAMARCA - SAN MIGUEL
https://http://www2.ugelsanmiguel.gob.pe/,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-2,"S/. 3,064.19",07/02/2025,20/02/2025,EXPERIENCIA GENERAL DE 01 AÑO EN EL SECTOR PÚBLICO O PRIVADO; EXPERIENCIA ESPECÍFICA DE 06 MESES EN LA FUNCIÓN O LA MATERIA,"TITULO UNIVERSITARIO EN PSICOLOGÍA, DOCENTE O PROFESOR, SE REQUIERE COLEGIATURA Y HABILITACIÓN PROFESIONAL","CONVIVENCIA ESCOLAR, TUTORÍA Y ORIENTACIÓN EDUCATIVA; PROTECCIÓNY DERECHOS DE NIÑOS, NIÑAS Y ADOLESCENTES O ATENCIÓN DE VÍCTIMAS DE VIOLENCIA O GESTIÓN DE PROYECTOS EDUCATIVOS, SOCIALES O COMUNITARIOS","GESTIÓN DE LA CONVIVENCIA ESCOLAR, PAUTAS PARA LA PREVENCIÓN Y ATENCIÓN DE LA VIOLENCIA EN LAS INSTITUCIONES EDUCATIVAS.","DESARROLLAR Y FORTALECER COMPETENCIAS Y CAPACIDADES EN LOS INTEGRANTES DE LA COMUNIDAD EDUCATIVA DE LAS INSTITUCIONES EDUCATIVAS FOCALIZADAS, EN EL MARCO DEL COMPONENTE DE EQUIPOS ITINERANTES DE CONVIVENCIA ESCOLAR (EICE), DE LA ESTRATEGIA PARA EL FORTALECIMIENTO DE LA GESTIÓN DE LA CONVIVENCIA ESCOLAR, LA PREVENCIÓN Y ATENCIÓN DE LA VIOLENCIA EN LAS INSTANCIAS DE GESTIÓN EDUCATIVA DESCENTRALIZADA.",PROFESIONAL III PARA EQUIPO ITINERANTE DE CONVIVENCIA ESCOLAR,Unidad De Gestion Educativa Local De La Provincia De San Miguel - Ugel San Miguel,CAJAMARCA - SAN MIGUEL
https://www.munibambamarca.gob.pe,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-001,"S/. 4,500.00",06/02/2025,19/02/2025,4 AÑOS,"CONTADOR, ADMINISTRADOR, ECONOMISTA","CURSOS, PROGRAMAS Y/O DIPLOMADOS EN CONTROL PATRIMONIAL COMO MINIMO 90 HORAS ACUMULADAS.",MANEJO DE SISTEMA DE TRÁMITE DOCUMENTARIO; SISTEMA NACIONAL DE BIENES ESTATALES (SINABIP),"TRABAJO EN EQUIPO, RESPONSABILIDAD, PROACTIVIDAD.",JEFE DE OFICINA DE REGISTRO Y CONTROL PATRIMONIAL,Municipalidad Provincial De Hualgayoc,CAJAMARCA - BAMBAMARCA
https://www.munibambamarca.gob.pe,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-001,"S/. 4,000.00",06/02/2025,19/02/2025,4 AÑOS,INGENIERO CIVIL,"GESTIÓN PÚBLICA, PROYECTOS DE INVERSIÓN PÚBLICA","AUTOCAD CIVIL 3D, S10, MS PROJET.","TRABAJO EN EQUIPO, RESPONSABILIDAD, PROACTIVIDAD.",INGENIERO CIVIL,Municipalidad Provincial De Hualgayoc,CAJAMARCA - BAMBAMARCA
https://www.munibambamarca.gob.pe,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-001,"S/. 2,500.00",06/02/2025,19/02/2025,1 AÑO,UNIVERSITARIA COMPLETA: GRADO BACHILLER EN INGENIERIA CIVIL,GESTIÓN PUBLICA,"OFIMÁTICA BÁSICA, MANEJO DE SISTEMA MODULO ADMINISTRATIVO DOCUMENTARIO MAD, MANEJO DE AUTOCAD O SIMILARES","TRABAJO EN EQUIPO, RESPONSABILIDAD, PROACTIVIDAD.",FISCALIZADOR(A) ADMINISTRATIVO,Municipalidad Provincial De Hualgayoc,CAJAMARCA - BAMBAMARCA
