position,institution,location,num_conv,n_vac,payment,begin_date,end_date
PERSONAL DE LIMPIEZA Y MANTENIMIENTO,UND. DE GESTION EDUCATIVA LOCAL SAN MART,SAN MARTIN - TRES UNIDOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-008,1,"S/. 1,264.19",30/09/2024,14/10/2024
ESPECIALISTA DE CONVIVENCIA ESCOLAR DE LA UGEL,UND. DE GESTION EDUCATIVA LOCAL SAN MART,SAN MARTIN - PICOTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-008,1,"S/. 3,614.19",30/09/2024,14/10/2024
ESPECIALISTA EN RECURSOS HUMANOS,UNIDAD DE GESTION EDUCATIVA LOCAL BELLAVISTA,SAN MARTIN - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 2,900.00",27/09/2024,11/10/2024
ESPECIALISTA LEGAL - SAN MARTIN (SEGUNDA CONVOCATORIA),SUPERINTENDENCIA NACIONAL DE FISCALIZACION LABORAL - SUNAFIL,SAN MARTIN - TARAPOTO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-188,1,"S/. 6,000.00",27/09/2024,11/10/2024
ABOGADO REGISTRAL,ZONA REGISTRAL NØ III SEDE MOYOBAMBA,SAN MARTIN - MOYOBAMBA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-13,1,"S/. 3,000.00",27/09/2024,11/10/2024
ESPECIALISTA EN INFRAESTRUCTURA,DIRECCION REGIONAL DE EDUCACION SAN MARTIN,SAN MARTIN - MOYOBAMBA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-13,1,"S/. 3,614.19",26/09/2024,10/10/2024
ESPECIALISTA ADMINISTRATIVO I,DIRECCION REGIONAL DE EDUCACION SAN MARTIN,SAN MARTIN - MOYOBAMBA,276-1,1,S/. 980.00,26/09/2024,10/10/2024
BIOLOGO,GOBIERNO REGIONAL SAN MARTIN,SAN MARTIN - MOYOBAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-018,1,"S/. 3,014.19",25/09/2024,09/10/2024
ASISTENTE TEMATICO EN DESARROLLO DE SISTEMAS,GOBIERNO REGIONAL SAN MARTIN,SAN MARTIN - MOYOBAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-018,1,"S/. 2,500.00",25/09/2024,09/10/2024
ASISTENTE LEGAL DE GESTIÓN DE RECURSOS HUMANOS,DIRECCION REGIONAL DE EDUCACION SAN MARTIN,SAN MARTIN - MOYOBAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 2,614.19",25/09/2024,09/10/2024
