job_posting_url,vacancies,job_posting_number,salary,start_publication_date,end_publication_date,required_experience,educational_background,specialization,required_knowledge,skills,job_title,public_institution,unique_id,ubication,scraping_date,ubication_region,ubication_dist
https://casrrhh.aurora.gob.pe/convocatorias/,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-514,3000.0,14/10/2024,25/10/2024,""" EXPERIENCIA GENERAL
UN (01) AÑO DE EXPERIENCIA GENERAL EN EL SECTOR PÚBLICO Y/O PRIVADO.
• EXPERIENCIA ESPECÍFICA
UN (01) AÑO DE EXPERIENCIA ACREDITADA AFÍN A SU FORMACIÓN Y/O SERVICIOS O PROGRAMAS Y/O PROYECTOS RELACIONADOS A EQUIPOS TÉCNICOS PARA LA GESTIÓN, ACOMPAÑAMIENTO O ATENCIÓN EN SALUD PÚBLICA O PRIMERA INFANCIA O NIÑEZ O FAMILIAS O COMUNIDAD EN EL SECTOR PÚBLICO O PRIVADO CON POBLACIONES 
- NIVEL MÍNIMO DE PUESTO: AUXILIAR O ASISTENTE.""",• BACHILLER Y/O TÉCNICO SUPERIOR EN EDUCACIÓN INICIAL O PRIMARIA.,"""• CAPACITACIÓN ACREDITADA EN ESTIMULACIÓN TEMPRANA, DESARROLLO INFANTIL U OTRO AFÍN A SU FORMACIÓN PROFESIONAL. """,""" CONOCIMIENTOS DE ENFOQUES Y PRINCIPIOS DE LA ATENCIÓN DE CASOS DE  VIOLENCIA CONTRA LAS MUJERES E INTEGRANTES DEL GRUPO FAMILIAR. • CONOCIMIENTOS DE OFIMÁTICA: - PROCESADOR DE TEXTOS, NIVEL BÁSICO. - HOJAS DE CÁLCULO, NIVEL BÁSICO. - PROGRAMA DE PRESENTACIONES, NIVEL BÁSICO. • CONOCIMIENTO DE IDIOMAS/DIALECTOS: - DE PREFERENCIA PARA LAS ZONAS QUECHUA HABLANTES.  - OTRAS LENGUAS DE LA ZONA, SEGÚN CORRESPONDA ASHANINKA,  MATSIGUENGA,AGUAJÚN, ENTRE OTROS).""","• TRABAJO EN EQUIPO, ACTITUD PROACTIVA, COMUNICACIÓN EFECTIVA, COMPORTAMIENTO ÉTICO Y ORIENTACIÓN AL SERVICIO",UN/A (01) CUIDADOR/A DE NIÑOS/AS PARA HOGAR REFUGIO TEMPORAL BAGUA - AMAZONAS,Progr Nac Para La Prevenc Y Erradic De La Violencia Contra Las Mujeres E Integ Del Grup Fam-Aurora,2ff915b1-aa54-5592-a8a9-d2aebbae8e68,AMAZONAS - BAGUA,14-10-2024,AMAZONAS,BAGUA
https://www.gob.pe/institucion/ugelutcubamba/informes-publicaciones,1,276-14,2623.65,14/10/2024,25/10/2024,"""EXPERIENCIA GENERAL: EXPERIENCIA LABORAL EN LABORES ADMINISTRATIVAS YA SEA EN EL SECTOR PÚBLICO O PRIVADO, DE ACUERDO A LA FICHA DE EVALUACIÓN DE PERSONAL – GRUPO PROFESIONAL.
EXPERIENCIA ESPECÍFICA: EXPERIENCIA LABORAL NO MENOR DE CINCO (05) AÑOS EN EL EJERCICIO DEL CONTROL GUBERNAMENTAL O EN LA AUDITORÍA PRIVADA EN EL SECTOR PÚBLICO O PRIVADO, EN FUNCIÓN AL PUESTO REQUERIDO, DE ACUERDO A LA FICHA DE EVALUACIÓN DE PERSONAL – GRUPO PROFESIONAL.""","PROFESIONAL UNIVERSITARIO EN CONTABILIDAD, COLEGIADO Y HABILITADO.",NO APLICA,"CONOCIMIENTOS EN TEMAS SOBRE EL CONTROL GUBERNAMENTAL RELACIONADOS CON LAS FUNCIONES DEL PUESTO. MANEJO DE COMPUTADORA A NIVEL USUARIO Y DE APLICATIVOS INFORMÁTICOS RELACIONADOS CON SU ACTIVIDAD (SAGU, MEDAUST, VEEDURIA, DDJJ)","EMPATÍA, COMUNICACIÓN, TOLERANCIA, ORDEN, TRABAJO EN EQUIPO.",AUDITOR III,Unidad De Gestion Educativa Local De Utcubamba - Ugel-Utcubamba,98ef56c7-a07f-5f8f-8a9e-0327f6127ed9,AMAZONAS - BAGUA GRANDE,14-10-2024,AMAZONAS,BAGUA GRANDE
https://casrrhh.aurora.gob.pe/convocatorias/,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-522,4000.0,14/10/2024,25/10/2024,"•EXPERIENCIA GENERAL UN (01) AÑO DE EXPERIENCIA GENERAL EN EL SECTOR PÚBLICO Y/O PRIVADO.

•EXPERIENCIA ESPECÍFICA UN (01) DE EXPERIENCIA ESPECIFICA EN EL DESARROLLO DE PROYECTOS SOCIALES O ACCIONES DE PREVENCIÓN DE LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR O DE ACTIVIDADES PROMOCIONALES COMUNITARIAS PARA LA CONSTRUCCIÓN DE SOCIEDADES LIBRES DE VIOLENCIA EN EL SECTOR PÚBLICO O PRIVADO.","•PROFESIONAL CON TÍTULO UNIVERSITARIO EN LAS CARRERAS DE CIENCIAS SOCIALES (ANTROPOLOGÍA Y/O SOCIOLOGÍA), CIENCIAS DE LA SALUD (PSICOLOGÍA, OBSTETRICIA Y/O ENFERMERÍA), CIENCIAS DE LA COMUNICACIÓN Ó COMUNICACIÓN SOCIAL, DERECHO, TRABAJO SOCIAL, Y/O EDUCACIÓN O TÍTULO PROFESIONAL DE INSTITUTO PEDAGÓGICO EN LA ESPECIALIDAD DE EDUCACIÓN.",•CAPACITACIÓN EN TEMAS RELACIONADOS DE VIOLENCIA Y/O PROMOCIÓN Y PREVENCIÓN ORIENTADA A LA TEMATICA DE VIOLENCIA FAMILIAR Y/O SEXUAL,"•CONOCIMIENTO DE TÉCNICAS DE ANIMACIÓN SOCIOCULTURAL, ASÍ COMO DE ORGANIZACIÓN Y CONDUCCIÓN EVENTOS CON POBLACIONES MASIVAS Y/O EN LA TEMATICA DE VIOLENCIA FAMILIAR Y SEXUAL.  •	CONOCIMIENTOS DE OFIMÁTICA: -	PROCESADOR DE TEXTOS, NIVEL BÁSICO. -	HOJAS DE CÁLCULO, NIVEL BÁSICO. -	PROGRAMA DE PRESENTACIONES, NIVEL BÁSICO. •	CONOCIMIENTO DE IDIOMAS/DIALECTOS: - DE PREFERENCIA PARA LAS ZONAS QUECHUA HABLANTES. - DE PREFERENCIA LENGUA Y/O DIALECTO DE LA ZONA, SEGÚN ÁMBITO DE INTERVENCIÓN. - DE PREFERENCIA MANEJO DE LENGUAJE DE SEÑAS.","EMPATÍA, COMUNICACIÓN EFECTIVA, VOCACIÓN DE SERVICIO, TRABAJO EN EQUIPO, PROACTIVIDAD, COMPORTAMIENTO ÉTICO Y ORIENTACIÓN AL SERVICIO.",UN/A (01) PROMOTOR/A PARA CEM CHACHAPOYAS - AMAZONAS,Progr Nac Para La Prevenc Y Erradic De La Violencia Contra Las Mujeres E Integ Del Grup Fam-Aurora,7a0365f6-9a52-5df8-a1ae-97fec41a4dcb,AMAZONAS - CHACHAPOYAS,14-10-2024,AMAZONAS,CHACHAPOYAS
https://aplicativo.pj.gob.pe/psep/wfrmConvocatoriasP.aspx?TCon=C,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-010,4000.0,11/10/2024,24/10/2024,"¿	OBLIGATORIO: EXPERIENCIA LABORAL GENERAL NO MENOR DE 02 AÑOS EN ENTIDADES PÚBLICAS Y PRIVADAS.

¿	OBLIGATORIO: EXPERIENCIA LABORAL ESPECIFICA MÍNIMA DE UN (01) AÑO EN CARGOS SIMILARES",ESTUDIOS UNIVERSITARIOS EN DERECHO (8VO CICLO) COMO MÍNIMO,"¿	CURSOS EN TEMAS RELACIONADOS AL DERECHO LABORAL, DERECHO PROCESAL LABORAL, CONTENCIOSO ADMINISTRATIVO, Y NUEVA LEY PROCESAL DEL TRABAJO, DESEABLE: CURSOS EN COMPUTACIÓN E INFORMÁTICA.","¿	CONOCIMIENTO EN ORGANIZACIÓN DE EXPEDIENTES, CONFECCIÓN DE CÉDULAS, NOTIFICACIONES. ¿	CONOCIMIENTO DE NORMATIVA DEL SECTOR PÚBLICO.",¿	COMPRENSIÓN LECTORA ¿	DINAMISMO ¿	EMPATÍA ¿	INICIATIVA ¿	ANÁLISIS,ASISTENTE JUDICIAL,Poder Judicial,620de695-067b-5716-8512-27a6b85a8555,AMAZONAS - CHACHAPOYAS,14-10-2024,AMAZONAS,CHACHAPOYAS
,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-1,1800.0,11/10/2024,24/10/2024,EXPERIENCIA DE UN (1) AÑO EN EL SECTOR PUBLICO O PRIVADO,TECNICO TITULADO CIENCIAS EMPRESARIALES Y/O EDUCACION O CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,NO APLICA,CONOCIMIENTO EN LA LEY DE CONTRACIONES DEL ESTADO Y/O GESTION PUBLICA O CIENCIAS ADMINISTRATIVAS,"ORIENTACIÓN A RESULTADOS, TRABAJO EN EQUIPO",ASISTENTE DE CONTRATACION DE BIENES Y SERVICIOS,Municipalidad Distrital De Huancas,7ae9b9f7-c81c-5c19-a85d-af87355e3ba8,AMAZONAS - HUANCAS,14-10-2024,AMAZONAS,HUANCAS
,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-1,2000.0,11/10/2024,24/10/2024,ESPERIANCIA MINIMA DE UN (2) AÑO EN EL SECTOR PUBLICO,TECNICO TITULADO EN CIENCIAS EMPRESARIALES Y/O EDUCACION O CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,NO APLICA,SISTEMA INTEGRADO DE ADMINISTRACION FINANCIERA (NO SE REQUIERE SUSTENTAR CON DOCUMENTOS),"ORIENTACIÓN A RESULTADOS, TRABAJO EN EQUIPO",ASISTENTE ADMINISTRATIVO EN TESORERIA,Municipalidad Distrital De Huancas,a2de31e9-3cc2-5803-aaf4-1b4009e3f106,AMAZONAS - HUANCAS,14-10-2024,AMAZONAS,HUANCAS
https://www.gob.pe/institucion/regionamazonas-drtc/informes-publicaciones/6072729-proceso-de-seleccion-cas-n-004-2024-drtc-a,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-4,3500.0,10/10/2024,23/10/2024,EXPERIENCIA GENERAL: CUATRO (04) AÑOS EN ENTIDADES PÚBLICAS Y/O PRIVADAS. EXPERIENCIA ESPECÍFICA: A. DOS (02) AÑOS EXPERIENCIA ESPECÍFICA EN EL SECTOR PÚBLICO: DOS (02) AÑOS EN OFICINAS CON FINES AL ÁREA.,"TÍTULO UNIVERSITARIO EN ADMINISTRACIÓN, ECONOMÍA, CONTABILIDAD, FINANZAS, INGENIERÍA ECONÓMICA O INGENIERÍA INDUSTRIAL","CONTRATACIONES CON EL ESTADO CONOCIMIENTOS PARA EL PUESTO Y/O CARGO: GESTIÓN DE LOS BIENES MUEBLES Y/O BIENES INMUEBLES ESTATALES / CONOCIMIENTO DE PROCESADOR DE TEXTOS INTERMEDIO/HOJAS DE CÁLCULO BÁSICO/PROGRAMA DE PRESENTACIONES BÁSICO, CADENA DE SUMINISTRO, GESTIÓN DE ALMACÉN, LOGÍSTICA, SIGA – MÓDULO PATRIMONIO O SIMILARES. (MÍNIMO 120 HORAS)","GESTIÓN PÚBLICA, MANEJO DE SIGA MEF – MÓDULO ALMACÉN, PATRIMONIO Y DE MÉTODOS DE VALORACIÓN DE INVENTARIOS (PEPS Y PROMEDIO), SISTEMA DE INFORMACIÓN NACIONAL DE BIENES ESTATALES – SINABIP, OFIMÁTICA NIVEL BÁSICO","RESPONSABILIDAD, PROACTIVIDAD, ATENCIÓN, VOCACIÓN DE SERVICIO Y TRABAJO EN EQUIPO.",RESPONSABLE DE CONTROL PATRIMONIAL,Direccion Regional De Transportes Y Comunicaciones Amazonas,c9b86b6d-e899-5128-8a9b-8aca935ff433,AMAZONAS - CHACHAPOYAS,14-10-2024,AMAZONAS,CHACHAPOYAS
http://convocatorias.juntos.gob.pe:8080/postula/inicio,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-245,2000.0,10/10/2024,23/10/2024,"- EXPERIENCIA GENERAL DE DOS (02) AÑOS EN EL SECTOR 
PÚBLICO Y/O PRIVADO.
- EXPERIENCIA ESPECÍFICA MÍNIMA DE UN (01) AÑO A 
PARTIR DEL NIVEL MÍNIMO DE PRACTICANTE PROFESIONAL 
EN FUNCIONES SIMILARES AL PUESTO, EN PROGRAMAS O 
PROYECTOS RELACIONADOS A LA INFANCIA, NIÑEZ, 
ADOLESCENCIA, FAMILIAS O COMUNIDADES.","TÍTULO TÉCNICO SUPERIOR O EGRESADO UNIVERSITARIO, O  BACHILLER O TÍTULO UNIVERSITARIO EN TODAS LAS  CARRERAS.",CURSO EN CAPACITACIÓN DE ADULTOS O DESARROLLO  COMUNITARIO O GESTIÓN PÚBLICA O RESOLUCIÓN DE  CONFLICTOS O LIDERAZGO O RELACIONADOS A TEMAS DE  SALUD MATERNO INFANTIL O DESARROLLO INFANTIL  TEMPRANO (DIT) O CURSOS RELACIONADOS AL ACCESO  DE LA EDUCACIÓN INICIAL - (8 HORAS),- CONOCIMIENTO DE LA ZONA DE INTERVENCIÓN. - CONOCIMIENTO DE OFIMÁTICA A NIVEL BÁSICO.,- MANEJO DE EQUIPOS - VOCACIÓN DE SERVICIO - ORIENTACIÓN A RESULTADOS - RELACIONES INTERPERSONALES - INTEGRIDAD Y COMPORTAMIENTO ÉTICO,GESTOR LOCAL PARA LA UNIDAD TERRITORIAL AMAZONAS BAGUA,Programa Nacional De Apoyo Directo A Los Mas Pobres,7fc1595e-53b0-5b0f-9970-dfccac9a0e4b,AMAZONAS - BAGUA,14-10-2024,AMAZONAS,BAGUA
https://www.gob.pe/munibagua,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-02,2000.0,07/10/2024,21/10/2024,"-	EXPERIENCIA GENERAL:  02 AÑOS EN EL SECTOR PÚBLICO Y/O PRIVADO EN FUNCIONES RELACIONADOS AL CARGO, DEBIDAMENTE COMPROBADOS.
-	EXPERIENCIA ESPECÍFICA: 01 AÑO DE EXPERIENCIA EN EL SECTOR PÚBLICO EN ´PUESTOS SIMILARES O EQUIVALENTES.","TÍTULO PROFESIONAL, BACHILLER O TÉCNICO EN LAS CARRERAS DE ADMINISTRACIÓN, CONTABILIDAD, ECONOMÍA Y/O CARRERAS AFINES.",NINGUNA,"-	CONOCIMIENTOS TÉCNICOS, RESPECTO AL MANEJO DE BIENES PATRIMONIALES.","-	PROACTIVIDAD E INTEGRIDAD, CAPACIDAD ANALÍTICA Y ESCUCHA ACTIVA, BUENA REDACCIÓN.",TÉCNICO ADMINISTRATIVO DE ALMACÉN,Municipalidad Provincial Bagua,39a87a55-40e7-54c7-9044-5d0a14279284,AMAZONAS - BAGUA,14-10-2024,AMAZONAS,BAGUA
https://www.gob.pe/munibagua,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-02,3000.0,07/10/2024,21/10/2024,"-	EXPERIENCIA GENERAL:  02 AÑOS EN EL SECTOR PÚBLICO Y/O PRIVADO EN FUNCIONES RELACIONADOS CON EL SISTEMA DE MANEJO DE LOGÍSTICA, DEBIDAMENTE COMPROBADOS.
-	EXPERIENCIA ESPECÍFICA: 01 AÑO DE EXPERIENCIA EN EL SECTOR PÚBLICO EN ´PUESTOS SIMILARES O EQUIVALENTES.","-	TÍTULO PROFESIONAL, BACHILLER O TÉCNICO EN LAS CARRERAS DE ADMINISTRACIÓN, CONTABILIDAD, COMPUTACIÓN Y/O CARRERAS AFINES.",NINGUNA,-	CONOCIMIENTOS EN PROCESO DE COTIZACIÓN DE PRECIOS DE BIENES O SERVICIOS QUE SE NECESITAN EN LOS GOBIERNOS LOCALES.,"-	PROACTIVIDAD E INTEGRIDAD, CAPACIDAD ANALÍTICA Y ESCUCHA ACTIVA, BUENA REDACCIÓN.",COTIZADOR,Municipalidad Provincial Bagua,b82c4956-9c83-50ea-8996-1916fdd9f3ae,AMAZONAS - BAGUA,14-10-2024,AMAZONAS,BAGUA
