job_posting_url,vacancies,job_posting_number,salary,start_publication_date,end_publication_date,required_experience,educational_background,specialization,required_knowledge,skills,job_title,public_institution,ubication,ubication_region,ubication_dist,day_data_extract_dmy,uuid,experience_months,min_education
https://aplicativo.pj.gob.pe/psep/wfrminicio.aspx,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-065,3850.0,26/12/2024,08/01/2025,"Experiencia Laboral General No Menor De Dos (02) Años, Incluido Secigra, De Los Cuales Un (01) Año Debe Ser En Instituciones Públicas Con Especialidad En Derecho De Familia Civil Y Familia Tutelar.","Título Profesional De Abogado/A, Colegiado/A Y Habilitado/A.","Estudios Concluidos De Postgrado En Derecho Familia, Civil, Procesal Civil Y/O Constitucional (Deseable).",Cursos Y/O Capacitaciones En Temas Relacionados En Violencia Contra La Mujer E Integrantes Del Grupo Familiar (Obligatorio). Curso De Redacción Jurídica (Deseable).,Redacción Razonamiento Lógico Comprensión Lectora Dinamismo Control,Especialista Judicial De Juzgado,Unidad Ejecutora De La Corte Superior De Justicia Del Callao,CALLAO - CALLAO,CALLAO,CALLAO,29-12-2024,af34dc5e-2327-41be-8140-b6535d7eb71b,24,colegiado
https://casrrhh.aurora.gob.pe/convocatorias/,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-626,4000.0,26/12/2024,08/01/2025,"• Experiencia General -Dos (02) Años De Experiencia General En El Sector Público Y/O Privado. • Experiencia Específica -Un (01) Año De Experiencia El Sector Público Y/O Privado En La Gestión, Coordinación Y/O Desarrollo De Proyectos O Programas De Atención Y/O Prevención De La Violencia Hacia La Mujer, Familiar Y Sexual, De Preferencia Que Incorporen A La Población Adulta, Líderes Y Lideresas De Las Organizaciones Sociales. -Un (01) Año Como Auxiliar O Asistente.","Título Profesional Universitario O Pedagógico En Psicología, Trabajado Social, Derecho, Antropología, Sociología O Educación","• Capacitación En Temas De Violencia Familiar Y/O Sexual, Contra La Mujer Y Los Integrantes Del Grupo Familiar Y/O Capacitación En Estudios De Género.","• Conocimiento En Acompañamiento, Apoyo O Facilitación Para La Prevención De La Violencia De Género. • Conocimiento En Gestión De Equipos, Recursos Humanos, Organización Y Planificación. • Conocimiento De Proceso De Desarrollo De Habilidades Para El Trabajo Con Poblaciones Adultas (Líderes Y Lideresas De Organizaciones Sociales) Manejo De Metodología De Capacitación A Personas Adultas Con Enfoque Participativo. • Conocimiento Básico De Salud Y Seguridad En El Trabajo • Manejo De Herramientas Para El Abordaje Grupal E Individual Dirigido A Mujeres En Situación De Violencia.","Organización De Información, Base De Datos, Gestión Financiera, Manejo De Metodología Participativa, Orientación De Resultados, Manejo Adecuado De Las Relaciones Interpersonales Y Capacidad Para Trabajar En Equipo Y Bajo Presión. Capacidad Para La Articulación Multinivel Especialmente A Nivel Intergubernamental.",Contratar Los Servicios De Un/A (01) Profesional En Promoción De Trabajo Comunitario En Las Organizaciones Sociales Para Cem Comisaria Carmen De La Legua Reynoso - Callao,Progr Nac Para La Prevenc Y Erradic De La Violencia Contra Las Mujeres E Integ Del Grup Fam-Aurora,CALLAO - CARMEN DE LA LEGUA REYNOSO,CALLAO,CARMEN DE LA LEGUA REYNOSO,29-12-2024,ed6d8dc5-c036-4805-b8b7-7ff4d9de0bf2,24,titulado
https://aplicativo.pj.gob.pe/psep/wfrminicio.aspx,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-065,4750.0,26/12/2024,08/01/2025,"Experiencia Laboral General No Menor De Dos (02) Años En El Sector Público Y/O Privado, De Los Cuales Uno (01) Debe Ser En Especialidad Laboral Y/O Contencioso Administrativo.","Título Profesional De Abogado/A, Colegiado/A Y Habilitado/A.",Estudios De Postgrado En Derecho Laboral Y/O Proceso Contencioso Administrativo(Deseable).,"Cursos Y/O Capacitaciones En Derecho Laboral, Derecho Procesal Laboral, Derecho Contencioso Administrativo, Derecho Previsional, Derecho Indivual Y Colectivo (Deseable)",Redacción Razonamiento Lógico Comprensión Lectora Dinamismo Control,Profesional Judicial De Sala,Unidad Ejecutora De La Corte Superior De Justicia Del Callao,CALLAO - CALLAO,CALLAO,CALLAO,29-12-2024,8931e4a0-05de-4fa2-b01e-919f0674d1e7,24,colegiado
https://aplicativo.pj.gob.pe/psep/wfrminicio.aspx,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-065,8000.0,26/12/2024,08/01/2025,"Experiencia Laboral General No Menor De Tres (03) Años, En El Sector Público Y/O Privado. Experiencia Especifica Laboral De Dos (02) Años En Labores Similares En El Sector Público, De Preferencia.","Título Profesional De Abogado/A, Colegiado/A Y Habilitado/A.",Estudios De Postgrado En Materias Relacionadas Al Cargo (Culminado Y Acreditado),"Cursos Y/O Capacitaciones En Gestión Pública, Cursos Y/O Capacitaciones De Normatividad Del Sector Público",Redacción Razonamiento Lógico Comprensión Lectora Dinamismo Control,Asesor De Presidencia,Unidad Ejecutora De La Corte Superior De Justicia Del Callao,CALLAO - CALLAO,CALLAO,CALLAO,29-12-2024,86db9b5a-05f1-460f-a42b-45c30744fb7d,36,colegiado
https://extranet.cunamas.gob,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-1296,3814.19,20/12/2024,03/01/2025,• Experiencia Laboral General De 03 Años. • Experiencia Laboral Especifica De Dos (02) Años En Cargos Similares En El Sector Público,"• Título Profesional Universitario En Derecho, Colegiado Y Habilitado.",• Cursos Y/O Capacitación En Temas Relacionados Al Puesto (Últimos 5 Años).,"• Con Conocimiento En Gestión Pública Y/O Sistemas Administrativos Del Estado Relacionados A La Materia Y Conocimientos En Derecho Notarial, Registral Y Penal. • Con Conocimiento De Ofimática Intermedia (Word, Excel, Power Point). • Disponibilidad Para Viajar Constantemente Fuera Y Dentro Del Departamento.","• Análisis, Planificación, Control Y Negociación",Abogado,Programa Nacional Cuna Mas,CALLAO - CALLAO,CALLAO,CALLAO,29-12-2024,426d2019-2e86-4dd1-9c8c-1ffa730a49c2,36,colegiado
https://http://extranet.corpac.gob.pe/pash/bienvenida,1,728-069,2200.0,19/12/2024,02/01/2025,"- Acreditar Como Mínimo Dos (2) Años De Experiencia Laboral En Actividades Relacionadas A Las Contrataciones En El Sector Público O Privado, O Un (1) Año De Prácticas Preprofesionales O Profesionales En Instituciones Públicas En Temas Vinculados A Contrataciones Con El Estado.","- Egresado De Instituto Superior Con Un Mínimo De Tres (3) Años, O Dos (2) Años De Estudios Universitarios En Derecho, O Bachiller En Derecho","- Capacitación En Contrataciones Del Estado, Expedida Por Universidad O Institución De Prestigio, Con Un Mínimo De 350 Horas En Contrataciones Públicas, Con Una Antigüedad No Mayor De Cinco (5) Años.","- Contar Con La Certificación Otorgada Por El Osce Vigente. - Conocimientos De Sistemas Informáticos (Office) A Nivel De Usuarios, Acreditado Con Certificado O Declaración Jurada.","- Vocación De Servicio - Proactividad - Aprendizaje Continuo Y Autogestión - Comunicación Efectiva - Dominio De Herramientas, Instrumentos Y Sistemas De Apoyo A La Actividad",Asistente Administrativo II,Corporacion Peruana De Aeropuertos Y Aviacion Comercial Sociedad Anonima - Corpac S.A.,CALLAO - CALLAO,CALLAO,CALLAO,29-12-2024,9cf1ac20-e48a-4870-9e94-d92dda34f76b,24,tecnico
https://www.gob.pe/ugelventanilla,1,276-89,2321.65,16/12/2024,30/12/2024,No Aplica,Secundaria Completa,No Aplica,No Aplica,No Aplica,Trabajador De Servicio,Unidad De Gestion Educativa Local- Ventanilla,CALLAO - VENTANILLA,CALLAO,VENTANILLA,29-12-2024,fe4c2172-c202-41a0-aefd-c3bff2c9739c,0,secundaria
https://www.gob.pe/ugelventanilla,1,276-89,2321.65,16/12/2024,30/12/2024,No Aplica,Secundaria Completa,No Aplica,No Aplica,No Aplica,Trabajador De Servicio,Unidad De Gestion Educativa Local- Ventanilla,CALLAO - VENTANILLA,CALLAO,VENTANILLA,29-12-2024,a70e4929-7061-4bc0-929d-b0f3d55c3861,0,secundaria
https://www.gob.pe/ugelventanilla,1,276-89,2321.65,16/12/2024,30/12/2024,No Aplica,Secundaria Completa,No Aplica,No Aplica,No Aplica,Trabajador De Servicio,Unidad De Gestion Educativa Local- Ventanilla,CALLAO - VENTANILLA,CALLAO,VENTANILLA,29-12-2024,d1ed116b-5f91-4023-b3c9-aa375f4774ff,0,secundaria
https://www.gob.pe/ugelventanilla,1,276-89,2321.65,16/12/2024,30/12/2024,No Aplica,Secundaria Completa,No Aplica,No Aplica,No Aplica,Trabajador De Servicio,Unidad De Gestion Educativa Local- Ventanilla,CALLAO - VENTANILLA,CALLAO,VENTANILLA,29-12-2024,3611cbdb-2e22-47ad-bd9e-7f99028a4a6e,0,secundaria
