job_posting_url,vacancies,job_posting_number,salary,start_publication_date,end_publication_date,required_experience,educational_background,specialization,required_knowledge,skills,job_title,public_institution,ubication,ubication_region,ubication_dist,day_data_extract_dmy,uuid,experience_months,min_education
https://casrrhh.aurora.gob.pe/convocatorias/convocatoria.aspx,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-611,4500.0,26/12/2024,08/01/2025,Experiencia General Dos (02) Años De Experiencia General En El Sector Público Y/O Privado. • Experiencia Específica Un (01) Año De Experiencia En Procesos Penales En El Sector Público O Privado.,"Título Profesional Universitario En Derecho, Con Colegiatura Y Habilitación Vigente.",Capacitación Acreditada Afín A La Temática De Violencia Contra Las Mujeres Y/O Violencia Sexual Y/O Derechos Humanos Y/O Derecho Procesal Y/O Derecho Penal,"Conocimientos De Enfoques, Principios Y Procedimientos En La Atención De Casos De Violencia Contra Las Mujeres, Integrantes Del Grupo Familiar Y Violencia Sexual. • Conocimientos De Ofimática: - Procesador De Textos, Nivel Básico. - Hojas De Cálculo, Nivel Básico. - Programa De Presentaciones, Nivel Básico. • Conocimiento De Idiomas / Dialectos: - Quechua, Nivel Básico. - Lenguas Y/O Dialectos, Según Zona De Intervención, Nivel Básico. - Lenguaje De Señas, Nivel Básico. - De Preferencia Para Las Zonas Quechua Hablantes. - De Preferencia Lengua Y/O Dialecto De La Zona, Según Ámbito De Intervención. - De Preferencia Manejo De Lenguaje De Señas.","Empatía, Comunicación Efectiva, Vocación De Servicio, Trabajo En Equipo, Proactividad, Comportamiento Ético Y Orientación Al Servicio.",Convocatoria Para La Contratación Administrativa De Servicio Cas (Necesidad  Transitoria) De Un/A (01) Abogado/A Para Cem Condorcanqui – Amazonas,Progr Nac Para La Prevenc Y Erradic De La Violencia Contra Las Mujeres E Integ Del Grup Fam-Aurora,AMAZONAS - NIEVA,AMAZONAS,NIEVA,26-12-2024,4476a646-74db-4fc4-a7d7-de5f816bb8d9,24,colegiado
https://casrrhh.aurora.gob.pe/convocatorias/,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-643,4500.0,26/12/2024,08/01/2025,"""• Experiencia General Seis (06) Meses De Experiencia General En El Sector Público Y/O Privado. • Experiencia Específica Seis (06) Meses De Experiencia Acreditada Habiendo Desarrollado Funciones Afines A Su Formación Profesional En El Sector Público O Privado""","• Título Profesional Universitario En Trabajo Social, Con Colegiatura Y Habilitación Vigente.",•Capacitación Acreditada En Temas Relacionados A Su Formación Profesional Y/O Afín A La Temática De Violencia Contra Las Mujeres E Integrantes Del Grupo Familiar,"""• Conocimiento Sobre Valoración Y Gestión De Riesgo, Enfoques Y Principios De La Atención De Casos De Violencia Contra Las Mujeres, Integrantes Del Grupo Familiar Y Violencia Sexual, Gestion Social Y Técnicas De Entrevista • Conocimientos De Ofimática: - Procesador De Textos, Nivel Básico. - Hojas De Cálculo, Nivel Básico. - Programa De Presentaciones, Nivel Básico. • Conocimiento De Idiomas / Dialectos: - Quechua, Nivel Básico. - Lenguas Y/O Dialectos, Según Zona De Intervencion, Nivel Básico. - Lenguaje De Señas, Nivel Básico. -De Preferencia Para Las Zonas Quechua Hablantes. -De Preferencia Lengua Y/O Dialecto De La Zona, Según Ámbito De Intervención. -De Preferencia Manejo De Lenguaje De Señas.""","• Empatía, Comunicación Efectiva, Vocación De Servicio, Trabajo En Equipo, Proactividad, Comportamiento Ético Y Orientación Al Servicio.",Un/A (01) Trabajador/A Social Para Coordinación Territorial De Amazonas - Cem Condorcanqui,Progr Nac Para La Prevenc Y Erradic De La Violencia Contra Las Mujeres E Integ Del Grup Fam-Aurora,AMAZONAS - NIEVA,AMAZONAS,NIEVA,26-12-2024,d4b6ee5d-f7f7-4bf6-ac5c-7e88b4eca6e3,6,colegiado
,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-003,2000.0,12/12/2024,26/12/2024,Esperiancia Minima De Un (2) Año En El Sector Publico Y/O Privado,Tecnico Titulado En Ciencias Empresariales Y/O Educacion O Ciencias Economicas Y Administrativas,No Aplica,Sistema Integrado De Administracion Financiera (No Se Requiere Sustentar Con Documentos),"Orientación A Resultados, Trabajo En Equipo",Asistente Administrativo En Tesoreria,Municipalidad Distrital De Huancas,AMAZONAS - HUANCAS,AMAZONAS,HUANCAS,26-12-2024,03be26cd-43b3-4fd9-ad14-d81e162e5edb,24,tecnico
,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-003,1200.0,12/12/2024,26/12/2024,Experiencia De Un (1) Año En El Sector Publico Y/O Privado,Primaria Completa,No Aplica,No Aplica,No Aplica,Operador De Mantenimiento,Municipalidad Distrital De Huancas,AMAZONAS - HUANCAS,AMAZONAS,HUANCAS,26-12-2024,ee9ea51c-4a8b-4257-bef5-fca21b5c54fe,12,primaria
,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-003,1800.0,12/12/2024,26/12/2024,Experiencia De Un (1) Año En El Sector Publico O Privado,Tecnico Titulado Ciencias Empresariales Y/O Educacion O Ciencias Economicas Y Administrativas,No Aplica,Conocimiento En La Ley De Contraciones Del Estado Y/O Gestion Publica O Ciencias Administrativas,"Orientación A Resultados, Trabajo En Equipo",Asistente De Contratacion De Bienes Y Servicios,Municipalidad Distrital De Huancas,AMAZONAS - HUANCAS,AMAZONAS,HUANCAS,26-12-2024,db05edfd-6686-47dd-a671-d3d0cd8252c4,12,tecnico
,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-003,1800.0,12/12/2024,26/12/2024,Experiencia Laboral De Un (1) Año En El Sector Publico O Privado,"Tecnico En Secretariado, Relaciones Publicas Y/O Afines",No Aplica,Sistemas Administrativos Del Estado (No Se Requiere Sustentar Con Documentos),"Orientación A Resultados, Trabajo En Equipo",Asistente Administrativo De Alcaldia,Municipalidad Distrital De Huancas,AMAZONAS - HUANCAS,AMAZONAS,HUANCAS,26-12-2024,86618808-cbed-4b6c-8b7d-3f2461610c4a,12,tecnico
,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-003,1500.0,12/12/2024,26/12/2024,Esperiancia Minima De Un (2) Año En El Sector Publico Y/O Privado,Tecnico Titulado En Ciencias Empresariales Y/O Educacion O Ciencias Economicas Y Administrativas,No Aplica,"Dominio De La Planificación De Itinerarios, La Gestión Hotelera Y Los Aspectos Legales Y Reglamentarios Del Turismo Y/ Relacionados","Orientación A Resultados, Trabajo En Equipo",Asistente Administrativo En El Area De Turismo,Municipalidad Distrital De Huancas,AMAZONAS - CHACHAPOYAS,AMAZONAS,CHACHAPOYAS,26-12-2024,399661d9-5f14-4306-9a75-aded26b95c05,24,tecnico
,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-003,1200.0,12/12/2024,26/12/2024,Experiencia De Un (01) Año En El Sector Publico Y/O Privado,Primaria Completa,No Aplica,No Aplica,No Aplica,Operador De Limpieza,Municipalidad Distrital De Huancas,AMAZONAS - HUANCAS,AMAZONAS,HUANCAS,26-12-2024,f9b4633a-1084-4313-a1ee-99fde0c0db52,12,primaria
,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-003,1200.0,12/12/2024,26/12/2024,Experiencia De Un (01) Año En El Sector Publico Y/O Privado,Primaria Completa,No Aplica,No Aplica,No Aplica,Operador De Limpieza,Municipalidad Distrital De Huancas,AMAZONAS - HUANCAS,AMAZONAS,HUANCAS,26-12-2024,00f86523-460d-47da-a4e8-6d490c313318,12,primaria
,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-003,1200.0,12/12/2024,26/12/2024,Experiencia De Un (01) Año En El Sector Publico Y/O Privado,Primaria Completa,No Aplica,No Aplica,No Aplica,Operador De Limpieza,Municipalidad Distrital De Huancas,AMAZONAS - HUANCAS,AMAZONAS,HUANCAS,26-12-2024,95a3da91-3508-4472-8be1-7320bba0e02e,12,primaria
