job_posting_url,vacancies,job_posting_number,salary,start_publication_date,end_publication_date,required_experience,educational_background,specialization,required_knowledge,skills,job_title,public_institution,ubication,ubication_region,ubication_dist,day_data_extract_dmy,uuid,experience_months,min_education
https://www.gob.pe/munibagua,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-03,2500.0,21/11/2024,04/12/2024,"- Experiencia General: 01 Año En El Sector Público Y/O Privado En Funciones Relacionados Al Cargo, Debidamente Comprobados. - Experiencia Específica: 06 Meses De Experiencia En El Sector Público En Puestos Similares O Equivalentes En Función Del Puesto.",- Bachiller Y/O Titulado En Las Carreras De Derecho Y Ciencias Políticas.,Ninguna,- Conocimiento En Fiscalización En La Gestión Pública.,"- Responsable, Proactivo, Puntualidad Y Trabajo En Equipo.",Fiscalizador,Municipalidad Provincial Bagua,AMAZONAS - BAGUA,AMAZONAS,BAGUA,23-11-2024,53a88940-5a6b-47e5-9621-a54c7b0708c3,12,bachiller
https://www.gob.pe/munibagua,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-03,3500.0,21/11/2024,04/12/2024,"- Experiencia General: 02 Años En El Sector Público Y/O Privado, Debidamente Comprobados. - Experiencia Específica: 01 Año De Experiencia En El Sector Público En Puestos Similares O Equivalentes Relacionado Al Cargo Que Postula.","- Bachiller O Título Profesional En Ingenierías: Agroindustrial, Forestal, Agronomía, Zootecnista; Otros Afines., Contabilidad, Computación Y/O Carreras Afines.",Ninguna,"- Contar Con Conocimientos En La Formalización, Constitución De Organizaciones Productivas, Elaboración De Planes De Negocios, Formulación De Proyectos Agropecuarios, Pecuarios, Forestales Y Cadenas De Valor Vinculados Al Sector.","- Proactividad E Integridad, Capacidad Analítica Y Escucha Activa, Buena Redacción.",Especialista En Desarrollo Productivo,Municipalidad Provincial Bagua,AMAZONAS - BAGUA,AMAZONAS,BAGUA,23-11-2024,6a888c6d-e8ef-4a68-8360-a7fce44bc9dc,24,bachiller
https://www.gob.pe/munibagua,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-03,2800.0,21/11/2024,04/12/2024,"- Experiencia General: 01 Año En El Sector Público Y/O Privado En Funciones Relacionados Al Cargo, Debidamente Comprobados. - Experiencia Específica: 06 Meses De Experiencia En El Sector Público En ´Puestos Similares O Equivalentes Al Cargo Que Postula.",- Bachiller Y/O Título Profesional En Derecho Y Ciencias Políticas.,Ninguna,- Contar Con Amplios Conocimientos De Gestión Pública.,"- Capacidad Analítica Para La Toma De Decisiones, Facilidad De Comunicación Oral Y Escrita, Poseer Liderazgo Y Don De Mando, Capacidad Para Relacionarse A Todo Nivel, Capacidad De Innovación, Solvencia Ética Y Moral.",Asistente Legal,Municipalidad Provincial Bagua,AMAZONAS - BAGUA,AMAZONAS,BAGUA,23-11-2024,693ccc3f-54b9-453f-9038-92460fe72f26,12,bachiller
https://app.inia.gob.pe/convocatorias/,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-602,2500.0,21/11/2024,04/12/2024,Dos (02) Años De Experiencia General. Uno (01) Año De Experiencia Específica En La Función O La Materia. Seis (06) Meses De Experiencia Especifica Relacionado En Proyectos Y/O Investigaciones En El Sector Agrario O Afines.,Egresado Técnico Básico Y/O Superior Y/O Egresado Universitario En Agropecuario O Afines Por La Formación.,Cursos De Capacitación En Materia Agrícola Y/O Manejo Agrónomico O Afines (Mínimo 12 Horas Acumuladas).,"Conocimientos Técnicos De Labores De Campo Como Deshierbos, Abonamiento, Podas, Control Fitosanitario. Conocimientos De Procesador De Texto, Hojas De Calculo Y Programa De Presentaciones A Nivel Básico.","Honradez, Responsabilidad Y Trabajo En Equipo",Asistente(A) De Campo En Conservación De Recursos Fitogenéticos,Instituto Nacional De Innovacion Agraria,AMAZONAS - HUANCAS,AMAZONAS,HUANCAS,23-11-2024,dabe7e28-1cc2-4cef-bd81-1ff858bba384,24,tecnico
https://apps.proviasdes.gob.pe/pvdcap/,1,728-023,2000.0,21/11/2024,04/12/2024,General: •Experiencia Laboral Mínima De Dos (02) Años En El Sector Público Y/O Privado. Específica: •Experiencia De Un (01) Año En Funciones Similares En El Sector Público O Privado.,•Secundaria Completa (Adjuntar Certificado). Licencia Vigente De Conducir Profesional O Categoría Aii.,•Cursos De Capacitación De Mecánica Y/O Tránsito Y/O Primeros Auxilios Y/O Relacionada Al Cargo (20 Horas Acumulables).,"•Conocimiento De Rutas En Vías Interprovinciales A Nivel Regional O Nacional, Reglamento Nacional De Tránsito, Mecánica Automotriz.",•Cooperación. •Empatía. •Sentido De Responsabilidad.,Chofer I,Provias Descentralizado,AMAZONAS - BAGUA,AMAZONAS,BAGUA,23-11-2024,e9ce2d83-ed28-4b0e-b3cd-29007e44cfc0,24,secundaria
https://www.osinergmin.gob.pe/seccion/institucional/oportunidades-laborales/bienvenidos-a-osinergmin,1,728-016,6500.0,20/11/2024,03/12/2024,A) Experiencia General Mínima De 03 Años B) Experiencia Específica (Desarrollando Funciones Similares) 02 Años Desde Puestos De Asistente O Equivalente,"Grado De Bachiller Otorgado Por Universidad En La Carrera De Ingeniería, Administración, Derecho, Contabilidad, Comunicación, Periodismo, Economía, Trabajo Social O Sociología.",Programa De Especialización De 90 Horas O 90 Horas Acumuladas En Cursos En Los Últimos 10 Años En: Atención Al Cliente Y/O Servicio Al Cliente Y/O Gestión De La Energía Y/O Gestión De Reclamos Y/O Afines.,"Conocimientos Técnicos En Regulación Y Fiscalización De La Energía, Y Atención Al Cliente. Office (Word, Excel, Power Point, Nivel Intermedio) E Inglés (Nivel Básico).","Trabajo Colaborativo, Orientación Al Resultado, Innovación Y Vocación De Servicio.",Especialista Regional En Atención Al Ciudadano,Organismo Supervisor De La Inversion En Energia Y Mineria,AMAZONAS - CHACHAPOYAS,AMAZONAS,CHACHAPOYAS,23-11-2024,9521dafc-e190-446d-b32e-2827804398d5,36,bachiller
https://portal.mpfn.gob.pe/convoca/convocatorias,1,728-14,4672.11,20/11/2024,03/12/2024,"2 Años, Experiencia Laboral General. (Incluyendo Secigra), 1 Año, Experiencia Profesional Específica En Funciones Relacionadas Al Puesto, En El Sector Público",Bachiller Universitario En La Carrera De Derecho,"Contar Con Programa De Especialización En En Derecho Penal Y/O Derecho Procesal Penal Y/O Nuevo Código Procesal Penal,, No Menor A (90) Horas Academicas,No Acumulable Contar Con Cursos, Talleres, Seminarios En En La Ley Del Procedimiento Administrativo Ley 27444, Derecho Constitucional, Litigación Oral, No Menor A (12) Horas Academicas,Acumulable Contar Con Cursos, Talleres, Seminarios En Derecho Penal Y/O Derecho Procesal Penal Y/O Nuevo Código Procesal Pena, No Menor A (12) Horas Academicas,Acumulable",Ortografia Y Gramática - Argumentación Y Redacción Juridica,"Trabajo En Equipo / Cooperación , Vocación De Servicio, Orientación A Resultados, Comunicación Asertiva",Asistente En Funcion Fiscal,Ministerio Publico - Gerencia Administrativa De Amazonas,AMAZONAS - CHACHAPOYAS,AMAZONAS,CHACHAPOYAS,23-11-2024,27a05773-31f5-44a8-af77-43fc0c3fafee,0,bachiller
https://portal.mpfn.gob.pe/convoca/convocatorias,1,728-14,4672.11,20/11/2024,03/12/2024,"2 Años, Experiencia Laboral General. (Incluyendo Secigra), 1 Año, Experiencia Profesional Específica En Funciones Relacionadas Al Puesto, En El Sector Público",Bachiller Universitario En La Carrera De Derecho,"Contar Con Programa De Especialización En En Derecho Penal Y/O Derecho Procesal Penal Y/O Nuevo Código Procesal Penal,, No Menor A (90) Horas Academicas,No Acumulable Contar Con Cursos, Talleres, Seminarios En En La Ley Del Procedimiento Administrativo Ley 27444, Derecho Constitucional, Litigación Oral, No Menor A (12) Horas Academicas,Acumulable Contar Con Cursos, Talleres, Seminarios En Derecho Penal Y/O Derecho Procesal Penal Y/O Nuevo Código Procesal Pena, No Menor A (12) Horas Academicas,Acumulable",Ortografia Y Gramática - Argumentación Y Redacción Juridica,"Trabajo En Equipo / Cooperación , Vocación De Servicio, Orientación A Resultados, Comunicación Asertiva",Asistente En Funcion Fiscal,Ministerio Publico - Gerencia Administrativa De Amazonas,AMAZONAS - BAGUA,AMAZONAS,BAGUA,23-11-2024,d8b95fbf-2a49-4bf2-8611-692ff2fd3c48,0,bachiller
https://portal.mpfn.gob.pe/convoca/convocatorias,1,728-14,4672.11,20/11/2024,03/12/2024,"2 Años, Experiencia Laboral General. (Incluyendo Secigra), 1 Año Deexperiencia Profesional Específica En Funciones Relacionadas Al Puesto, En El Sector Público",Bachiller Universitario En La Carrera De Derecho,"Contar Con Programa De Especialización En En Derecho Penal Y/O Derecho Procesal Penal Y/O Nuevo Código Procesal Penal, No Menor A (90) Horas Academicas,No Acumulable Contar Con Cursos, Talleres, Seminarios En En La Ley Del Procedimiento Administrativo Ley 27444, Derecho Constitucional, Litigación Oral, No Menor A (12) Horas Academicas,Acumulable Contar Con Cursos, Talleres, Seminarios En Derecho Penal Y/O Derecho Procesal Penal Y/O Nuevo Código Procesal Pena, No Menor A (12) Horas Academicas,Acumulable",Argumentación Y Redacción Juridica - Ortografia Y Gramática,"Trabajo En Equipo / Cooperación , Vocación De Servicio, Orientación A Resultados, Comunicación Asertiva",Asistente En Funcion Fiscal,Ministerio Publico - Gerencia Administrativa De Amazonas,AMAZONAS - CHACHAPOYAS,AMAZONAS,CHACHAPOYAS,23-11-2024,002608fb-972b-4548-8d36-932552b77c7a,0,bachiller
https://portal.mpfn.gob.pe/convoca/convocatorias,1,728-14,4672.11,20/11/2024,03/12/2024,"2 Años, Experiencia Laboral General. (Incluyendo Secigra), 1 Año Deexperiencia Profesional Específica En Funciones Relacionadas Al Puesto, En El Sector Público",Bachiller Universitario En La Carrera De Derecho,"Contar Con Programa De Especialización En En Derecho Penal Y/O Derecho Procesal Penal Y/O Nuevo Código Procesal Penal, No Menor A (90) Horas Academicas,No Acumulable Contar Con Cursos, Talleres, Seminarios En En La Ley Del Procedimiento Administrativo Ley 27444, Derecho Constitucional, Litigación Oral, No Menor A (12) Horas Academicas,Acumulable Contar Con Cursos, Talleres, Seminarios En Derecho Penal Y/O Derecho Procesal Penal Y/O Nuevo Código Procesal Pena, No Menor A (12) Horas Academicas,Acumulable",Argumentación Y Redacción Juridica - Ortografia Y Gramática,"Trabajo En Equipo / Cooperación , Vocación De Servicio, Orientación A Resultados, Comunicación Asertiva",Asistente En Funcion Fiscal,Ministerio Publico - Gerencia Administrativa De Amazonas,AMAZONAS - BAGUA,AMAZONAS,BAGUA,23-11-2024,c0f8e35f-93cd-4ea0-a685-c57ab84e33dc,0,bachiller
