job_posting_url,vacancies,job_posting_number,salary,start_publication_date,end_publication_date,required_experience,educational_background,specialization,required_knowledge,skills,job_title,public_institution,ubication,ubication_region,ubication_dist,day_data_extract_dmy,uuid,experience_months,min_education
,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-1,2000.0,14/01/2025,27/01/2025,10 Meses,Secundaria Completa,Ninguna,Ninguno,Licencia De Conducir,Conductor Asignado A La Entidad,Municipalidad Distrital De Omia,AMAZONAS - OMIA,AMAZONAS,OMIA,14-01-2025,f5aa2908-9698-4061-93c9-bdcd6cf60162,0,secundaria
https://www.gob.pe/institucion/ugelbagua/informes-publicaciones/6362071-proceso-de-seleccion-cas-transitorio-n-001-2025?fbclid=iwzxh0bgnhzw0cmteaar0xq5xgoy0pwo0wkyfhjp-6n60dt4kbocz-66edsbbztgegxaee7i9xwdk_aem_2zbiwjyf5db2hhjciypmsg,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-01,2000.0,13/01/2025,24/01/2025,Experiencia General De 2 Años En Sector Publico O Privado/ Experiencia Especifica De 1 Año En Sector Publico,Título Profesional Técnico En Secretariado Ejecutivo,Diplomado En Secretariado. Cursos De Computación E Informática.,Redacción De Todo Tipo De Documentos Y Buena Ortografía. Manejo Del Sistema De Gestión Documental.,"Vocación De Servicio, Capacidad De Gestión, Orientación A Resultados, Trabajo En Equipo, Puntualidad, Proactividad, Liderazgo, Empatía,Etc.",Secretaria I_Secretaria De Gestión Pedagógica,Unidad De Gestion Educativa Bagua,AMAZONAS - BAGUA,AMAZONAS,BAGUA,14-01-2025,444634a7-d309-44ea-9afe-f1e7aed584bd,24,tecnico
https://web.facebook.com/profile.php?id=100089849752163,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-01,1700.0,13/01/2025,24/01/2025,Experiencia General De Dos (04) Años En El Sector Público Y Privado.,"Titulado O Bachiller Universitario En Contabilidad, Economía. Administración Y/O Técnicos O Carreras Afines.","Certificado De Capacitación En Siaf, Cursos De Ofimática, Conocimiento En Gestión Financiera: Tesorería Siaf – Siga , Conocimiento En El Manejo Administrativo (Planillas)","Conocimiento En Gestión Financiera: Tesorería Siaf – Siga , Conocimiento En El Manejo Administrativo (Planillas)","Planear, Dirigir Y Coordinar La Ejecución De Las Actividades Propias Del Sistema De Tesorería Supervisa La Ejecución De Actividades Correspondientes A Registros Contables De Tesorería Y Del Sistema Computarizado.",Tesorero Municipal,Municip Distrital De Levanto,AMAZONAS - LEVANTO,AMAZONAS,LEVANTO,14-01-2025,de0ad658-9f0e-4609-b075-18e5aa47446c,48,tecnico
https://www.gob.pe/institucion/ugelbagua/informes-publicaciones/6362071-proceso-de-seleccion-cas-transitorio-n-001-2025?fbclid=iwzxh0bgnhzw0cmteaar0xq5xgoy0pwo0wkyfhjp-6n60dt4kbocz-66edsbbztgegxaee7i9xwdk_aem_2zbiwjyf5db2hhjciypmsg,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-01,2000.0,13/01/2025,24/01/2025,Experiencia General De 2 Años En Sector Publico O Privado/ Experiencia Especifica De 1 Año En Sector Publico,Título Profesional Técnico En Secretariado Ejecutivo,"Cursos De Computación E Informática. Ursos, Diplomados Y/O Especializaciones En Secretariado",Redacci Ón De Todo Ti Po De Documentos Y Buena Ortografía. Manejo Del Sistema De Gesti Ón Documental .,"Pensamiento Analítico, Orientación Al Logro, Interés Por El Orden Y Claridad, Trabajo En Equipo, Puntualidad, Etc.",Secretaria I_Secretaria Deasesoria Juridica,Unidad De Gestion Educativa Bagua,AMAZONAS - BAGUA,AMAZONAS,BAGUA,14-01-2025,d6f3cd6c-5b3e-4194-b222-7d4fb6fbedb9,24,tecnico
https://bit.ly/mdlv-025cas001,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-1,1800.0,13/01/2025,24/01/2025,2 Años,"Título Universitario De Administración, Economía, Ingeniería Insdustrial, Derecho O Afines Por La Formación.","Cursos O Especializaciones En Gestión Pública, Contrataciones Del Estado O Afines A Las Funciones Y Certificaciones Oficiales Vigentes Relacionadas A La Materia (Certificación Osce).",Sistemas Administrativos Relacionados A La Materia.,"Análisis, Planificación, Comunicación Oral, Cooperación, Iniciativa Y Negociación.",Responsable De Abastecimiento,Municipalidad Distrital Luya Viejo,AMAZONAS - LUYA VIEJO,AMAZONAS,LUYA VIEJO,14-01-2025,7a7ee78f-d4ac-4ef7-9f53-26408724fbf2,24,titulado
https://bit.ly/mdlv-025cas001,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-1,1200.0,13/01/2025,24/01/2025,2 Años,Egresado De Carrera Técnica Básica En Administración O Secretariado O Asistente De Gerencia O Afines Por La Formación.,Redacción U Ofimática O Recepción Y Manejo De Información.,"Ley Orgánica De Municipalidades, Ley De Procedimiento Administrativo General Y Normas Relacionadas A La Materia.","Orientación A Resultados, Vocación De Servicio Y Trabajo En Equipo.",Secretaria,Municipalidad Distrital Luya Viejo,AMAZONAS - LUYA VIEJO,AMAZONAS,LUYA VIEJO,14-01-2025,4377f07d-7045-4f6e-91b1-3dfe4999b5d2,24,tecnico
https://www.gob.pe/institucion/ugelbagua/informes-publicaciones/6362071-proceso-de-seleccion-cas-transitorio-n-001-2025?fbclid=iwzxh0bgnhzw0cmteaar0xq5xgoy0pwo0wkyfhjp-6n60dt4kbocz-66edsbbztgegxaee7i9xwdk_aem_2zbiwjyf5db2hhjciypmsg,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-01,2500.0,10/01/2025,23/01/2025,Experiencia Laboral; 2 Años Ya Sea En El Sector Público O Privado..Experienci Especifica 1 Año,Título Profesional Universitario De Relaciones Publicas O Ciencias De La Comunicación O De Un Programa Académico Que Incluye Estudios Relacionados Con La Especialidad.,"Diplomado Y/O Cursos En Labores Periodisticas, Relaciones Públicas, Marketing, Comunicadores Sociales, Cursos En Etica E Integridad En La Gestión Pública.",Conocimientos De Ofimática E Idiomas Basico/Manejo De Computadora A Nivel De Usuario Y De Aplicativos Informáticos Relacionados Con La Actividad,"Vocación De Servicio, Capacidad De Gestión, Orientación A Resultados, Trabajo En Equipo, Puntualidad, Proactividad, Liderazgo, Empatía",Relacionista Público I,Unidad De Gestion Educativa Bagua,AMAZONAS - BAGUA,AMAZONAS,BAGUA,14-01-2025,09edf410-acb4-4fa2-be66-201f53116991,24,titulado
https://www.gob.pe/institucion/ugelbagua/informes-publicaciones/6362071-proceso-de-seleccion-cas-transitorio-n-001-2025?fbclid=iwzxh0bgnhzw0cmteaar0xq5xgoy0pwo0wkyfhjp-6n60dt4kbocz-66edsbbztgegxaee7i9xwdk_aem_2zbiwjyf5db2hhjciypmsg,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-01,3000.0,10/01/2025,23/01/2025,Experiencia General De 2 Años En Sector Publico O Privado/ Experiencia Especifica De 1 Año En Sector Publico,Título Profesional Universitario Que Incluya Estudios Relacionados Con La Especialidad.,"Cursos, Diplomados Y/O Especializaciones En Gestión Pública, Sistemas Administrativos Del Estado Y Planificación.","Gestión Pública, Sistemas Administrativos Del Estado, Poi-Ceplan.","Vocación De Servicio, Capacidad De Gestión, Orientación A Resultados, Trabajo En Equipo, Puntualidad, Proactividad, Liderazgo, Empatía,Etc.",Planificador I,Unidad De Gestion Educativa Bagua,AMAZONAS - BAGUA,AMAZONAS,BAGUA,14-01-2025,ff8aad49-807e-413f-b6b2-23f5a4af86a3,24,titulado
https://www.gob.pe/institucion/ugelbagua/informes-publicaciones/6362071-proceso-de-seleccion-cas-transitorio-n-001-2025?fbclid=iwzxh0bgnhzw0cmteaar0xq5xgoy0pwo0wkyfhjp-6n60dt4kbocz-66edsbbztgegxaee7i9xwdk_aem_2zbiwjyf5db2hhjciypmsg,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-01,3000.0,10/01/2025,23/01/2025,Experiencia General De 2 Años En Sector Publico O Privado/ Experiencia Especifica De 1 Año En Sector Publico,Título Profesional De Ingenería Civil Y/O Arquitectura./ Colegiado/ Habilitado,"Cursos, Diplomados Y/O Especializaciones En Ejecución O Supervisión De Obras Públicas.","Gestión Pública, Saneamiento Físico Legal De Inmuebles, Ejecución Y Supervisión De Obras Públicas. Conocimiento De Sistemas Informáticos (Mi Mantenimiento - Pronied).","Vocación De Servicio, Capacidad De Gestión, Orientación A Resultados, Trabajo En Equipo, Puntualidad, Proactividad, Liderazgo, Empatía,Etc.",Ingeniero I_Especialista De Infraestructura,Unidad De Gestion Educativa Bagua,AMAZONAS - BAGUA,AMAZONAS,BAGUA,14-01-2025,1c440b90-8b6e-48ac-840a-538f6cf78b53,24,colegiado
https://www.gob.pe/institucion/ugelbagua/informes-publicaciones/6362071-proceso-de-seleccion-cas-transitorio-n-001-2025?fbclid=iwzxh0bgnhzw0cmteaar0xq5xgoy0pwo0wkyfhjp-6n60dt4kbocz-66edsbbztgegxaee7i9xwdk_aem_2zbiwjyf5db2hhjciypmsg,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-01,2940.0,10/01/2025,23/01/2025,Experiencia General De 3 Años En El Sector Publico O Privado/ Experiencia Especifica De 1 Año En El Sector Publico,Título Profesional De Ingeniería De Sistemas.,"Cursos, Especializaciones Y/O Diplomado Programas Siga, Siaf, Gestión Pública./ Cursos En Etica E Integridad En La Gestión Pública.","Gestión Pública, Manejo Del Siga-Mef; Manejo Del Siaf, Entre Otros Sistemas De Gestión Pública.","Vocación De Servicio, Capacidad De Gestión, Orientación A Resultados, Trabajo En Equipo, Puntualidad, Proactividad, Liderazgo, Empatía,Etc.",Especialista En Informática I,Unidad De Gestion Educativa Bagua,AMAZONAS - BAGUA,AMAZONAS,BAGUA,14-01-2025,69132219-7123-4fdb-bacc-7601d8e29a3f,36,titulado
