job_posting_url,vacancies,job_posting_number,salary,start_publication_date,end_publication_date,required_experience,educational_background,specialization,required_knowledge,skills,job_title,public_institution,unique_id,ubication,scraping_date,ubication_region,ubication_dist
https://convocatoria.minjus.gob.pe/convocatoria/public/index.xhtml,2,D.Leg 1057 - Determinado (Necesidad Transitoria)-914,5114.19,30/10/2024,13/11/2024,"•	EXPERIENCIA LABORAL GENERAL MÍNIMA DE DOS (02) AÑOS EN EL SECTOR PÚBLICO Y/O PRIVADO (ACREDITAR CON CONSTANCIA, CERTIFICADO Y/O DOCUMENTO ANÁLOGO).
•	EXPERIENCIA ESPECÍFICA MÍNIMA DE DOS (02) AÑOS CONTADOS A PARTIR DE LA OBTENCIÓN DE SU COLEGIATURA EN EL SECTOR PÚBLICO Y/O PRIVADO. (ACREDITAR CON CONSTANCIA, CERTIFICADO Y/O DOCUMENTO ANÁLOGO). (NIVEL MÍNIMO DE ANALISTA LEGAL O SU EQUIVALENCIA).
•	EXPERIENCIA EN LITIGACIÓN DE PROCESOS PENALES (ACREDITAR CON CONSTANCIA, CERTIFICADO Y/O DOCUMENTO ANÁLOGO).","•	TÍTULO PROFESIONAL EN DERECHO, COLEGIADO Y HABILITACIÓN VIGENTE (ACREDITAR CON COPIA DEL TÍTULO, COPIA DE COLEGIATURA Y CONSTANCIA DE HABILITACIÓN VIGENTE, LA QUE DEBERÁ ESTAR VIGENTE HASTA LA FINALIZACIÓN DE LA ETAPA DE LA EVALUACIÓN CURRICULAR, CONFORME AL CRONOGRAMA DEL PRESENTE PROCESO DE CONTRATACIÓN).","•	DIPLOMADO EN LA ESPECIALIDAD EN DERECHO PENAL Y/O EJECUCIÓN PENAL Y/O ADOLESCENTES EN CONFLICTO CON LA LEY PENAL Y/O TÉCNICAS DE LITIGACIÓN ORAL, EL CUAL DEBERÁ TENER UNA DURACIÓN NO MENOR DE NOVENTA (90) HORAS LECTIVAS, POR TANTO, LOS CERTIFICADOS Y/O CONSTANCIAS DEBEN INDICAR EL NÚMERO DE HORAS LECTIVAS, CASO CONTRARIO NO SERÁN TOMADOS EN CUENTA. (ACREDITAR CON CONSTANCIA Y/O CERTIFICADO). •	DIPLOMADO RELACIONADO CON TEMAS VINCULADOS CON EL NUEVO CÓDIGO PROCESAL PENAL, EL CUAL DEBERÁ TENER UNA DURACIÓN NO MENOR DE NOVENTA (90) HORAS LECTIVAS, POR TANTO, LOS CERTIFICADOS Y/O CONSTANCIAS DEBEN INDICAR EL NÚMERO DE HORAS LECTIVAS, CASO CONTRARIO NO SERÁN TOMADOS EN CUENTA. (ACREDITAR CON CONSTANCIA Y/O CERTIFICADO). •	DIPLOMADO RELACIONADO CON TEMAS VINCULADOS CON EL NUEVO CÓDIGO PROCESAL CONSTITUCIONAL, EL CUAL DEBERÁ TENER UNA DURACIÓN NO MENOR DE NOVENTA (90) HORAS LECTIVAS, POR TANTO, LOS CERTIFICADOS Y/O CONSTANCIAS DEBEN INDICAR EL NÚMERO DE HORAS LECTIVAS, CASO CONTRARIO NO SERÁN TOMADOS EN CUENTA. (ACREDITAR CON CONSTANCIA Y/O CERTIFICADO).","•	CONOCIMIENTOS TÉCNICOS (*): CONOCIMIENTOS EN DERECHO PENAL, DERECHO CONSTITUCIONAL, DERECHOS HUMANOS, DERECHO PROCESAL PENAL, DERECHO PROCESAL CONSTITUCIONAL, CRIMINALÍSTICA, CÓDIGO DEL NIÑO Y EL ADOLESCENTE, CÓDIGO DE RESPONSABILIDAD PENAL DEL ADOLCESCENTES, LITIGACIÓN ORAL, DERECHO DE EJECUCIÓN PENAL.  •	CONOCIMIENTOS DE OFIMÁTICA (*): PROCESADOR DE TEXTOS (WORD, OPEN OFFICE WRITE, ETC.), HOJA DE CÁLCULO (EXCEL, OPENCALC, ETC.) PROGRAMA DE PRESENTACIONES (POWER POINT, PREZI, ETC.),  TODOS CON NIVEL DE DOMINIO BÁSICO",•	COMPROMISO •	RESPONSABILIDAD •	VOCACIÓN DE SERVICIO •	ADAPTABILIDAD – FLEXIBILIDAD •	COMUNICACIÓN •	ORIENTACIÓN A RESULTADOS •	CONCIENCIA SOCIAL •	CAPACIDAD DE ANÁLISIS Y SÍNTESIS •	NEGOCIACIÓN •	PROACTIVIDAD,DEFENSOR PÚBLICO EN EL NUEVO CÓDIGO PROCESAL PENAL,Ministerio De Justicia Y Derechos Humanos,deb919db-5632-4015-806b-da09a7e80e6d,ANCASH - HUARAZ,09-11-2024,ANCASH,HUARAZ
https://www.sis.gob.pe/Portal/paginas/cas2024.html,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-101,9000.0,28/10/2024,11/11/2024,"EXPERIENCIA GENERAL:
NO MENOR DE CINCO (05) AÑOS EN EL SECTOR PUBLICO Y/O PRIVADO.
EXPERIENCIA ESPECIFICA:
NO MENOR DE CUATRO (04) AÑOS DESEMPEÑANDO PUESTOS Y/O CARGOS DIRECTIVOS EN EL SECTOR PUBLICO Y/O PRIVADO DE LOS CUALES MINIMO DOS (02) AÑOS EN EL SECTOR SALUD.","-TITULO PROFESIONAL EN CIENCIAS DE LA SALUD  - COLEGIADO, HABÍLITADO Y ACTIVO. - EGRESADO DE MAESTRIA.",MÍNIMO DOS (02) ESPECIALIZACIONES Y/O DIPLOMADOS EN:  SALUD PÚBLICA Y/O SERVICIOS DE SALUD Y/O AUDITORIA MÉDICA Y/O GESTIÓN PÚBLICA Y/O SIMILAR.,"CONOCIMIENTO DE LA NORMATIVIDAD SIS,  MANEJO DE HERRAMIENTA EXCEL.","COMPROMISO, TRABAJO EN EQUIPO, VOCACIÓN DE SERVICIO",DIRECTOR DE UDR,Seguro Integral De Salud,b24ef5a4-b2e3-4b68-99c5-8c852cd169fb,ANCASH - HUARAZ,09-11-2024,ANCASH,HUARAZ
https://www.hcaleta.gob.pe,1,D.Leg 1057 - Determinado (Suplencia)-03,2300.0,30/10/2024,13/11/2024,"EXPERIENCIA GENERAL
EXPERIENCIA LABORAL DE DOS (02) AÑOS EN EL SECTOR PUBLICO Y/O PRIVADO
EXPERICIENCIA ESPECIFICA
DE SEIS (06) MESES EN EL SECTOR PUBLICO Y/O PRIVADO EN LAS FUNCIONES SOLICITADAS","BIOLOGO/A, COLEGIATURA, HABILIDAD",SN,"MODELO INTEGRAL DE SALUD, BIOQUIMICA, MICROBIOLOGIA Y PARASITOLOGIA, MEDIDAS DE BIOSEGURIDAD, SALUD AMBIENTAL","TRABAJO EN EQUIPO, COMPORTAMIENTO ÉTICO ORIENTACIÓN DE SERVICIO AL CIUDADANO  COMUNICACION EFECTIVA",BIOLOGO/A,Unidad Ejecutora 404 Salud La Caleta,5fc647db-6c60-4045-9194-7759c478f744,ANCASH - CHIMBOTE,09-11-2024,ANCASH,CHIMBOTE
https://aplicativo.pj.gob.pe/psep/wfrmConvocatoriasV.aspx?TCon=C,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-041,2972.0,30/10/2024,13/11/2024,"¿ EXPERIENCIA GENERAL: DOS (02) AÑOS DE PRESTACIÓN DE SERVICIOS,
CONTADOS A PARTIR DE LA COLEGIATURA PARA EL EJERCICIO DE LA PROFESIÓN, EN EL
SECTOR PÚBLICO Y/O PRIVADO.
¿ EXPERIENCIA ESPECÍFICA: UN (01) AÑO EN LABORES SIMILARES O
EQUIVALENTES AL CARGO QUE POSTULA EN LA ESPECIALIDAD PENAL, EN EL SECTOR
PÚBLICO, CONFORME A LAS FUNCIONES ESTABLECIDAS",¿ TÍTULO PROFESIONAL DE ABOGADO. COLEGIATURA Y HABILITACIÓN PROFESIONAL VIGENTE AL MOMENTO DE LA POSTULACIÓN.,"¿ DIPLOMADOS, ESPECIALIZACIÓN O CURSOS DE ESPECIALIZACIÓN EN: ¿ NUEVO CÓDIGO PROCESAL PENAL. (OBLIGATORIO) ¿ DERECHO PENAL O PROCESAL PENAL. (DESEABLE) ¿ DERECHO CONSTITUCIONAL. (DESEABLE) ¿ CURSO DE OFIMÁTICA. (DESEABLE) (ACREDITABLE)",¿ CONOCIMIENTO EN MATERIA RELACIONADA CON EL ÁMBITO DE SU COMPETENCIA. ¿ CONOCIMIENTOS EN REDACCIÓN Y ARGUMENTACIÓN JURÍDICA.,¿ ADAPTABILIDAD. ¿ ANÁLISIS. ¿ REDACCIÓN. ¿ COMPRENSIÓN LECTORA. ¿ EMPATÍA Y AUTOCONTROL.,ESPECIALISTA JUDICIAL DE AUDIENCIA,Poder Judicial,e2444cf6-3cba-42a6-888c-293eb0489738,ANCASH - NUEVO CHIMBOTE,09-11-2024,ANCASH,NUEVO CHIMBOTE
https://aplicativo.pj.gob.pe/psep/wfrmConvocatoriasV.aspx?TCon=C,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-041,2972.0,30/10/2024,13/11/2024,"¿ EXPERIENCIA GENERAL: DOS (02) AÑOS DE PRESTACIÓN DE SERVICIOS,
CONTADOS A PARTIR DE LA COLEGIATURA PARA EL EJERCICIO DE LA PROFESIÓN, EN EL
SECTOR PÚBLICO Y/O PRIVADO.
¿ EXPERIENCIA ESPECÍFICA: UN (01) AÑO EN LABORES SIMILARES O
EQUIVALENTES AL CARGO QUE POSTULA EN LA ESPECIALIDAD PENAL, EN EL SECTOR
PÚBLICO, CONFORME A LAS FUNCIONES ESTABLECIDAS EN LAS NORMAS,
RESOLUCIONES ADMINISTRATIVAS Y DIRECTIVAS.",TÍTULO PROFESIONAL DE ABOGADO. COLEGIATURA Y HABILITACIÓN PROFESIONAL VIGENTE AL MOMENTO DE LA POSTULACIÓN.,"DIPLOMADOS, ESPECIALIZACIÓN O CURSOS DE ESPECIALIZACIÓN EN: ¿ NUEVO CÓDIGO PROCESAL PENAL. (OBLIGATORIO) ¿ DERECHO PENAL O PROCESAL PENAL. (DESEABLE) ¿ DERECHO CONSTITUCIONAL. (DESEABLE) ¿ CURSO DE OFIMÁTICA. (DESEABLE) (ACREDITABLE)",¿ CONOCIMIENTO EN MATERIA RELACIONADA CON EL ÁMBITO DE SU COMPETENCIA. ¿ CONOCIMIENTOS EN REDACCIÓN Y ARGUMENTACIÓN JURÍDICA.,¿ ADAPTABILIDAD. ¿ ANÁLISIS. ¿ REDACCIÓN. ¿ COMPRENSIÓN LECTORA. ¿ EMPATÍA Y AUTOCONTROL,ESPECIALISTA JUDICIAL DE JUZGADO,Poder Judicial,b77cc791-afe7-48e8-9634-5b5ca65e9330,ANCASH - NUEVO CHIMBOTE,09-11-2024,ANCASH,NUEVO CHIMBOTE
https://convocatoria.minjus.gob.pe/convocatoria/public/index.xhtml,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-931,7114.19,30/10/2024,13/11/2024,"•	EXPERIENCIA LABORAL GENERAL MÍNIMA DE TRES (03) AÑOS, EN EL SECTOR PÚBLICO Y/O PRIVADO •	EXPERIENCIA ESPECÍFICA MÍNIMA DE DOS (02) AÑOS, EN EL EJERCICIO DE LA FUNCIÓN CONCILIADORA, EN EL SECTOR PÚBLICO Y/O PRIVADO (ACREDITAR CON CONSTANCIA, CERTIFICADO Y/O DOCUMENTO ANÁLOGO)","•	TÍTULO PROFESIONAL EN DERECHO, COLEGIADO Y HABILITACIÓN VIGENTE","•	CURSO DE FORMACIÓN Y CAPACITACIÓN DE CONCILIACIÓN EXTRAJUDICIAL, CON ACREDITACIÓN DEL MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS•	CURSO DE FORMACIÓN Y CAPACITACIÓN DE CONCILIACIÓN EXTRAJUDICIAL ESPECIALIZADO EN FAMILIA, CON ACREDITACIÓN DEL MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS.","•	CONOCIMIENTOS TÉCNICOS (*): CONOCIMIENTOS EN CONCILIACIÓN EXTRAJUDICIAL BÁSICO Y ESPECIALIZADO EN FAMILIA.  •	CONOCIMIENTOS DE OFIMÁTICA (*): PROCESADOR DE TEXTOS (WORD, OPEN OFFICE WRITE, ETC.), HOJA DE CÁLCULO (EXCEL, OPENCALC, ETC.) PROGRAMA DE PRESENTACIONES (POWER POINT, PREZI, ETC.),  TODOS CON NIVEL DE DOMINIO BÁSICO",•	COMPROMISO  •	RESPONSABILIDAD  •	VOCACIÓN DE SERVICIO  •	ADAPTABILIDAD – FLEXIBILIDAD  •	COMUNICACIÓN •	ORIENTACIÓN A RESULTADOS  •	RESOLUCIÓN DE CONFLICTOS  •	PROACTIVIDAD  •	PENSAMIENTO ANALÍTICO  •	CONCIENCIA SOCIAL,CONCILIADOR EXTRAJUDICIAL PARA LA DIRECCION DE CONCILIACION EXTRAJUDICIAL Y MECANISMOS ALTERNATIVOS DE SOLUCION DE CONFLICTOS DE LA DIRECCION GENERAL DE DEFENSA PUBLICA Y ACCESO A LA JUSTICIA (ANCASH),Ministerio De Justicia Y Derechos Humanos,c6d7600f-2190-4801-a13f-757752f3cf93,ANCASH - YUNGAY,09-11-2024,ANCASH,YUNGAY
https://aplicativo.pj.gob.pe/psep/wfrmConvocatoriasV.aspx?TCon=C,1,D.Leg 1057 - Determinado (Suplencia)-040,2772.0,30/10/2024,13/11/2024,"¿ EXPERIENCIA ESPECÍFICA: DOS (02) AÑOS DE PRESTACIÓN DE SERVICIOS EN
EL SECTOR PÚBLICO Y/O PRIVADO.
¿ EXPERIENCIA ESPECÍFICA: UN (01) AÑO EN LABORES SIMILARES O
EQUIVALENTES AL CARGO QUE POSTULA, DE PREFERENCIA EN LABORES DE
INFORMÁTICA, EN EL SECTOR PÚBLICO.","¿ OBLIGATORIO: TÍTULO PROFESIONAL TÉCNICO (CARRERA TÉCNICA MÍNIMA DE 3 AÑOS) EN COMPUTACIÓN E INFORMÁTICA O ESTUDIOS UNIVERSITARIOS EN INGENIERÍA DE SISTEMAS, INGENIERÍA INFORMÁTICA E INGENIERÍA DE COMPUTACIÓN (8VO CICLO - CULMINADO), DEBIDAMENTE ACREDITADO CONFORME A LO ESTABLECIDO EN LAS BASES DEL CONCURSO.","¿ DIPLOMADOS, ESPECIALIZACIÓN O CURSOS DE ESPECIALIZACIÓN EN: ¿ MANEJO DE EQUIPOS DE AUDIO Y/O VIDEO (DESEABLE - ACREDITABLE) ¿ DISEÑO Y PROGRAMACIÓN DE APLICACIONES WEB Y DE ESCRITORIO, DE PREFERENCIA EN ADMINISTRACIÓN, DESARROLLO Y TECNOLOGÍAS DE SITIOS WEB; O DE SEGURIDAD INFORMÁTICA; O EN SOPORTE Y MANTENIMIENTO DE REDES, SWICHES, ACCESS POINT; O EN SOPORTE TÉCNICO Y/O MANTENIMIENTO DE COMPUTADORAS (DESEABLE - ACREDITABLE) ¿ CURSO DE OFIMÁTICA (DESEABLE) (ACREDITABLE) PARA EL CÓMPUTO Y/O CALIFICACIÓN DE LOS DIPLOMADOS, ESPECIALIZACIÓN O CURSOS DE ESPECIALIZACIÓN SE TENDRÁ EN CUENTA LO ESTABLECIDO EN LAS BASES DEL PRESENTE PROCESO. (COMO MÍNIMO 90 HORAS LECTIVAS ACUMULADAS A MÁS)",¿ CONOCIMIENTO EN MATERIA RELACIONADA CON EL ÁMBITO DE SU COMPETENCIA. ¿ CONOCIMIENTO DE CABLEADO ESTRUCTURADO BÁSICO Y MANEJO DE EQUIPOS (AUDIO Y/O VIDEO) PARA AUDIENCIAS Y VIDEOCONFERENCIAS. ¿ CONOCIMIENTO Y MANEJO DE OFIMÁTICA A NIVEL DE USUARIO.,¿ ANÁLISIS ¿ AUTOCONTROL. ¿ COOPERACIÓN. ¿ COMPROBACIÓN DE OBJETOS. ¿ PLANIFICACIÓN.,ASISTENTE DE INFORMÁTICA,Poder Judicial,a98a6c44-7ac2-4654-858d-73ae2f4815f1,ANCASH - CHIMBOTE,09-11-2024,ANCASH,CHIMBOTE
https://aplicativo.pj.gob.pe/psep/wfrmConvocatoriasV.aspx?TCon=C,1,D.Leg 1057 - Determinado (Suplencia)-031,2972.0,30/10/2024,13/11/2024,"¿ EXPERIENCIA GENERAL: DOS (02) AÑOS EN EL EJERCICIO DE LA PROFESIÓN, EN
EL SECTOR PÚBLICO Y/O PRIVADO.
¿ EXPERIENCIA ESPECÍFICA: UN (01) AÑO EN LABORES SIMILARES O
EQUIVALENTES AL CARGO QUE POSTULA EN EL SECTOR PÚBLICO, CONFORME A LAS
FUNCIONES ESTABLECIDAS EN LAS NORMAS, RESOLUCIONES ADMINISTRATIVAS Y
DIRECTIVAS.",¿ TÍTULO PROFESIONAL DE ABOGADO. COLEGIATURA Y HABILITACIÓN PROFESIONAL VIGENTE AL MOMENTO DE LA POSTULACIÓN.,"MAESTRÍA, DIPLOMADOS, ESPECIALIZACIÓN O CURSOS DE ESPECIALIZACIÓN EN: ¿ NUEVO CÓDIGO PROCESAL PENAL (OBLIGATORIO). ¿ DERECHO PENAL O PROCESAL PENAL. (DESEABLE) ¿ DERECHO CONSTITUCIONAL. (DESEABLE) ¿ CURSO DE OFIMÁTICA (DESEABLE) (ACREDITABLE)",¿ CONOCIMIENTO EN MATERIA RELACIONADA CON EL ÁMBITO DE SU COMPETENCIA. ¿ CONOCIMIENTOS EN REDACCIÓN Y ARGUMENTACIÓN JURÍDICA.,¿ ANÁLISIS ¿ ATENCIÓN. ¿ SÍNTESIS. ¿ ORGANIZACIÓN DE INFORMACIÓN. ¿ REDACCIÓN.,ESPECIALISTA JUDICIAL DE JUZGADO,Poder Judicial,8f6f63d1-ea08-4354-b3a2-4791612e31bf,ANCASH - NUEVO CHIMBOTE,09-11-2024,ANCASH,NUEVO CHIMBOTE
https://sistemas.oefa.gob.pe/oefa-convocatoria-web/,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-150,7000.0,30/10/2024,13/11/2024,"EXPERIENCIA GENERAL EN EL SECTOR PÚBLICO Y/O PRIVADO MÍNIMA DE TRES (03) AÑOS.
EXPERIENCIA ESPECÍFICA DE DOS (02) AÑOS EN FUNCIONES AFINES AL PUESTO A DESEMPEÑAR, DE LOS CUALES UN (01) AÑO DESDE EL NIVEL ANALISTA O SIMILARES  EN FUNCIONES AFINES AL PUESTO A DESEMPEÑAR EN EL SECTOR PÚBLICO.","TÍTULO UNIVERSITARIO EN INGENIERÍA AMBIENTAL, QUÍMICA, BIOLOGÍA Y/O AFINES CON COLEGIATURA Y HABILITACIÓN PROFESIONAL","CURSO EN FISCALIZACIÓN AMBIENTAL, EVALUACIÓN DE IMPACTO AMBIENTAL, GESTIÓN AMBIENTAL, NORMATIVA DE GESTIÓN INTEGRAL DE RESIDUOS SÓLIDOS Y/O AFINES EN TEMAS AMBIENTALES.","PROCESADOR DE TEXTOS (WORD, OPEN OFFICE WRITE, ETC) A NIVEL BÁSICO. HOJA DE CÁLCULO (EXCEL, OPECALC, ETC) A NIVEL BÁSICO. PROGRAMA DE PRESENTACIONES (POWER POINT, PREZI, ETC) A NIVEL BÁSICO.",HABILIDADES : ADAPTABILIDAD - ANÁLISIS - PLANIFICACIÓN. COMPETENCIAS : VOCACIÓN DE SERVICIO - TRABAJO EN EQUIPO - ORIENTACIÓN A RESULTADOS.,ESPECIALISTA  AMBIENTAL- ESPECIALISTA III,Organismo De Evaluacion Y Fiscalizacion Ambiental - Oefa,789a8121-6be5-458d-a7fa-5933256beb2b,ANCASH - CHIMBOTE,09-11-2024,ANCASH,CHIMBOTE
https://www.hcaleta.gob.pe,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-02,2900.0,30/10/2024,13/11/2024,"EXPERIENCIA GENERAL:
EXPERIENCIA LABORAL DE DOS (02) AÑOS EN EL SECTOR PÚBLICO Y/O PRIVADO. (NO INCLUYE SERUMS)
EXPERIENCIA ESPECIFICA
DOS (02) AÑOS EN EL SECTOR PÚBLICO Y/O PRIVADO
UN (01 ) AÑO DE EXPERIENCIA EN FUNCIONES SIMILARES EN EL SECTOR PUBLICO","TITULO DE ENFERMERIA, COLEGIATURA, HABILIDAD",SN,"(1) CONOCIMIENTOS PROPIOS Y AFINES AL ÁREA. (2) CUIDADOS DE ENFERMERÍA A PACIENTES CON DIABETES MELLITUS. (3) CONOCIMIENTOS SOBRE MANEJO DE PACIENTES CON TUBERCULOSIS. (4) CONOCIMIENTOS SOBRE MANEJO DE PACIENTES ONCOLÓGICOS (5) CONOCIMIENTO EN CADENA DE FRÍO, INMUNIZACIONES, CRED. (6) CONOCIMIENTOS SOBRE MANEJO DE PRE QUIRÚRGICOS. (7) MEDIDAS DE BIOSEGURIDAD. (8) CONOCIMIENTO EN EL MANEJO DEL SISTEMA OPERATIVO WINDOWS.","• CAPACIDAD ANALÍTICA, PROACTIVA, ORGANIZATIVA Y TRABAJO BAJO PRESIÓN.  • CONOCIMIENTO Y APLICACIÓN DE VALORES ÉTICOS, CULTURA DE BUEN TRATO Y BUENAS RELACIONES INTERPERSONALES. • TRABAJO EN EQUIPO Y COOPERACIÓN AL NIVEL DESEADO. • CREATIVIDAD E INICIATIVA. • DISPONIBILIDAD INMEDIATA. • TOLERANCIA AL TRABAJO BAJO PRESIÓN. • ÉTICA Y VALORES: SOLIDARIDAD Y HONRADES. SER PERSONAS INTEGRAS.     • DE VOCACIÓN Y ENTREGA AL SERVICIO Y BIENESTAR DE LAS DEMÁS.",ENFERMERO/A,Unidad Ejecutora 404 Salud La Caleta,a83b4716-d09c-42a1-b4df-643fd69504b5,ANCASH - CHIMBOTE,09-11-2024,ANCASH,CHIMBOTE
