job_posting_url,vacancies,job_posting_number,salary,start_publication_date,end_publication_date,required_experience,educational_background,specialization,required_knowledge,skills,job_title,public_institution,ubication
https://extranet.cunamas.gob,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-1296,"S/. 3,814.19",20/12/2024,03/01/2025,"•	EXPERIENCIA LABORAL GENERAL DE 03 AÑOS.
•	EXPERIENCIA LABORAL ESPECIFICA DE DOS (02) AÑOS EN CARGOS SIMILARES EN EL SECTOR PÚBLICO","•	TÍTULO PROFESIONAL UNIVERSITARIO EN DERECHO, COLEGIADO Y HABILITADO.",•	CURSOS Y/O CAPACITACIÓN EN TEMAS RELACIONADOS AL PUESTO (ÚLTIMOS 5 AÑOS).,"•	CON CONOCIMIENTO EN GESTIÓN PÚBLICA Y/O SISTEMAS ADMINISTRATIVOS DEL ESTADO RELACIONADOS A LA MATERIA Y CONOCIMIENTOS EN DERECHO NOTARIAL, REGISTRAL Y PENAL. •	CON CONOCIMIENTO DE OFIMÁTICA INTERMEDIA (WORD, EXCEL, POWER POINT).    •	DISPONIBILIDAD PARA VIAJAR CONSTANTEMENTE FUERA Y DENTRO DEL DEPARTAMENTO.","•	ANÁLISIS, PLANIFICACIÓN, CONTROL Y NEGOCIACIÓN",ABOGADO,Programa Nacional Cuna Mas,CALLAO - CALLAO
https://http://extranet.corpac.gob.pe/pash/bienvenida,1,728-069,"S/. 2,200.00",19/12/2024,02/01/2025,"- ACREDITAR COMO MÍNIMO DOS (2) AÑOS DE EXPERIENCIA LABORAL EN ACTIVIDADES RELACIONADAS A LAS CONTRATACIONES EN EL SECTOR PÚBLICO O PRIVADO, O UN (1) AÑO DE PRÁCTICAS PREPROFESIONALES O PROFESIONALES EN INSTITUCIONES PÚBLICAS EN TEMAS VINCULADOS A CONTRATACIONES CON EL ESTADO.","- EGRESADO DE INSTITUTO SUPERIOR CON UN MÍNIMO DE TRES (3) AÑOS, O DOS (2) AÑOS DE ESTUDIOS UNIVERSITARIOS EN DERECHO, O BACHILLER EN DERECHO","- CAPACITACIÓN EN CONTRATACIONES DEL ESTADO, EXPEDIDA POR UNIVERSIDAD O INSTITUCIÓN DE PRESTIGIO, CON UN MÍNIMO DE 350 HORAS EN CONTRATACIONES PÚBLICAS, CON UNA ANTIGÜEDAD NO MAYOR DE CINCO (5) AÑOS.","- CONTAR CON LA CERTIFICACIÓN OTORGADA POR EL OSCE VIGENTE. - CONOCIMIENTOS DE SISTEMAS INFORMÁTICOS (OFFICE) A NIVEL DE USUARIOS, ACREDITADO CON CERTIFICADO O DECLARACIÓN JURADA.","- VOCACIÓN DE SERVICIO - PROACTIVIDAD -  APRENDIZAJE CONTINUO Y AUTOGESTIÓN - COMUNICACIÓN EFECTIVA - DOMINIO DE HERRAMIENTAS, INSTRUMENTOS Y SISTEMAS DE APOYO A LA ACTIVIDAD",ASISTENTE ADMINISTRATIVO II,Corporacion Peruana De Aeropuertos Y Aviacion Comercial Sociedad Anonima - Corpac S.A.,CALLAO - CALLAO
https://www.gob.pe/ugelventanilla,1,276-89,"S/. 2,321.65",16/12/2024,30/12/2024,NO APLICA,SECUNDARIA COMPLETA,NO APLICA,NO APLICA,NO APLICA,TRABAJADOR DE SERVICIO,Unidad De Gestion Educativa Local- Ventanilla,CALLAO - VENTANILLA
https://app.municallao.gob.pe/convocatorias/convocatoria-cas,20,D.Leg 1057 - Determinado (Necesidad Transitoria)-040,"S/. 2,000.00",13/12/2024,27/12/2024,UN (01) AÑO DE EXPERIENCIA GENERAL EN EL SECTOR PUBLICO O PRIVADO. TRES(03) MESES DE EXPERIENCIA ESPECIFICA EN LA FUNCION O LA MATERIA.,SECUNARIA COMPLETA,DERECHO DE TRANSPORTE Y PAS EN INFRACCIONES DE TRANSITO,"LEY GENERAL DE TRANSPORTE, TEXTOO UNICO ORDENADO DE LA LEY N° 27444, LEY DEL PROCEDIMIENTO ADMINISTRATIVO GENERAL.","INTEGRIDAD, AUTOCONTROL, RESPONSABILIDAD, COMUNICACION ASERTIVA Y TRABAJO EN EQUIPO",INSPECTORES DE TRANSPORTE,Municipalidad Provincial Del Callao,CALLAO - CALLAO
https://aplicativo.pj.gob.pe/psep/wfrminicio.aspx,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-063,"S/. 2,972.00",11/12/2024,24/12/2024,"OBLIGATORIO: EXPERIENCIA LABORAL GENERAL NO MENOR DE DOS (02) AÑOS, EN EL SECTOR PÚBLICO Y/O PRIVADO.
OBLIGATORIO: EXPERIENCIA LABORAL MÍNIMA DE UNO (01) AÑO EN ESPECIALIDAD PENAL EN EL SECTOR DE JUSTICIA (ACREDITADO CON CERTIFICADO O CONSTANCIA DE TRABAJO).","TÍTULO PROFESIONAL DE ABOGADO/A, COLEGIADO/A Y HABILITADO/A.",ESTUDIOS DE ESPECIALIZACIÓN EN DERECHO PENAL Y/O PROCESAL PENAL (DESEABLE),CURSOS Y/O CAPACITACIONES EN DERECHO PENAL Y/O DEL NUEVO CÓDIGO PROCESAL PENAL(DESEABLE) CURSO DE REDACCIÓN JURÍDICA (DESEABLE),REDACCIÓN RAZONAMIENTO LÓGICO COMPRENSIÓN LECTORA DINAMISMO CONTROL,ESPECIALISTA JUDICIAL DE AUDIENCIAS,Unidad Ejecutora De La Corte Superior De Justicia Del Callao,CALLAO - CALLAO
https://aplicativo.pj.gob.pe/psep/wfrminicio.aspx,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-063,"S/. 2,212.00",11/12/2024,24/12/2024,"EXPERIENCIA LABORAL MÍNIMA DE SEIS (06) MESES, EN LABORES DE NOTIFICACIÓN O DILIGENCIAMIENTO DE DOCUMENTOS (ACREDITADOS CON CERTIFICADO O CONSTANCIA DE TRABAJO RESPECTIVO).","ESTUDIOS TÉCNICOS EN ARCHIVO, SECRETARIADO EJECUTIVO, COMPUTACIÓN, ADMINISTRACIÓN O AFINES, MÍNIMO DE TRES (03) MESES (ACREDITADO).",NO APLICA,CURSOS Y/O CAPACITACIONES EN DIGITACIÓN (DESEABLE).CURSO DE OFIMÁTICA (DESEABLE),REDACCIÓN RAZONAMIENTO LÓGICO COMPRENSIÓN LECTORA DINAMISMO CONTROL,AUXILIAR ADMINISTRATIVO,Unidad Ejecutora De La Corte Superior De Justicia Del Callao,CALLAO - CALLAO
https://aplicativo.pj.gob.pe/psep/wfrminicio.aspx,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-063,"S/. 2,972.00",11/12/2024,24/12/2024,"OBLIGATORIO: EXPERIENCIA LABORAL GENERAL NO MENOR DE DOS (02) AÑOS, EN EL SECTOR PÚBLICO Y/O PRIVADO.
OBLIGATORIO: EXPERIENCIA LABORAL MÍNIMA DE UNO (01) AÑO EN ESPECIALIDAD PENAL EN EL SECTOR DE JUSTICIA (ACREDITADO CON CERTIFICADO O CONSTANCIA DE TRABAJO).","TÍTULO PROFESIONAL DE ABOGADO/A, COLEGIADO/A Y HABILITADO/A.",ESTUDIOS DE ESPECIALIZACIÓN EN DERECHO PENAL Y/O PROCESAL PENAL (DESEABLE),CURSOS Y/O CAPACITACIONES EN DERECHO PENAL Y/O DEL NUEVO CÓDIGO PROCESAL PENAL(DESEABLE) CURSO DE REDACCIÓN JURÍDICA (DESEABLE),REDACCIÓN RAZONAMIENTO LÓGICO COMPRENSIÓN LECTORA DINAMISMO CONTROL,ABOGADO I,Unidad Ejecutora De La Corte Superior De Justicia Del Callao,CALLAO - CALLAO
https://http://extranet.corpac.gob.pe/pash/bienvenida,1,728-068,"S/. 2,700.00",11/12/2024,24/12/2024,"-	3 AÑOS DE EXPERIENCIA GENERAL DESDE EGRESADO EN EL SECTOR PÚBLICO.  
-	3 AÑOS REALIZANDO LABORES RELACIONADAS A AUDITORÍAS Y CONTROL EN EL SECTOR PÚBLICO O PRIVADO.
-	2 AÑOS DE EXPERIENCIA TRABAJANDO EN UNA COMPAÑÍA DE ENVERGADURA, DE PREFERENCIA RELACIONADO A SERVICIOS DE AERONAVEGACIÓN Y AEROPORTUARIOS.","-	TÍTULO PROFESIONAL EN INGENIERÍA ADMINISTRATIVA, INGENIERÍA EN GESTIÓN EMPRESARIAL, INGENIERÍA INDUSTRIAL U AFINES.",-	ESPECIALIZACIÓN EN SISTEMAS INTEGRADOS DE GESTIÓN (SIG),"-	CONOCIMIENTO DEL IDIOMA INGLÉS (NIVEL BÁSICO).  -	CONOCIMIENTOS A NIVEL INTERMEDIO DE EXCEL. -	CONOCIMIENTO NIVEL USUARIO DE MICROSOFT OFFICE (WORD, EXCEL Y POWER POINT).",- ÉTICA - PROACTIVO - APRENDIZAJE CONTINUO Y AUTOGESTIÓN. - COMUNICACIÓN EFECTIVA.- MANEJO DE CONOCIMIENTOS ESPECIALIZADOS Y APLICACIÓN DE CONOCIMIENTOS - PENSAMIENTO ANALÍTICO. - TRABAJO EN EQUIPO.,ESPECIALISTA EN CALIDAD ATS,Corporacion Peruana De Aeropuertos Y Aviacion Comercial Sociedad Anonima - Corpac S.A.,CALLAO - CALLAO
https://aplicativo.pj.gob.pe/psep/wfrminicio.aspx,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-063,"S/. 2,572.00",11/12/2024,24/12/2024,"EXPERIENCIA LABORAL GENERAL NO MENOR DE DOS (02) AÑOS, DE LOS CUALES UNO (01) DEBE SER EN LABORES JURISDICCIONALES (LABORES EN JUZGADO), ACREDITADOS CON CERTIFICADO O CONSTANCIA DE TRABAJO RESPECTIVO.",ESTUDIANTE DE DERECHO VIII CICLO EN ADELANTE,NO APLICA,CURSOS Y/O CAPACITACIONES RELACIONADAS DE DERECHO PENAL Y/O DERECHO PROCESAL PENAL (DESEABLE) CURSO DE REDACCIÓN JURÍDICA (DESEABLE),REDACCIÓN RAZONAMIENTO LÓGICO COMPRENSIÓN LECTORA DINAMISMO CONTROL,ASISTENTE JURISDICCIONAL,Unidad Ejecutora De La Corte Superior De Justicia Del Callao,CALLAO - CALLAO
https://aplicativo.pj.gob.pe/psep/wfrminicio.aspx,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-063,"S/. 2,572.00",11/12/2024,24/12/2024,"EXPERIENCIA LABORAL GENERAL NO MENOR DE DOS (02) AÑOS, DE LOS CUALES UNO (01) DEBE SER EN LABORES JURISDICCIONALES (LABORES EN JUZGADO), ACREDITADOS CON CERTIFICADO O CONSTANCIA DE TRABAJO RESPECTIVO.",ESTUDIANTE DE DERECHO VIII CICLO EN ADELANTE,NO APLICA,CURSOS Y/O CAPACITACIONES RELACIONADAS DE DERECHO PENAL Y/O DERECHO PROCESAL PENAL (DESEABLE) CURSO DE REDACCIÓN JURÍDICA (DESEABLE),REDACCIÓN RAZONAMIENTO LÓGICO COMPRENSIÓN LECTORA DINAMISMO CONTROL,ASISTENTE JURISDICCIONAL,Unidad Ejecutora De La Corte Superior De Justicia Del Callao,CALLAO - CALLAO
