job_posting_url,vacancies,job_posting_number,salary,start_publication_date,end_publication_date,required_experience,educational_background,specialization,required_knowledge,skills,job_title,public_institution,ubication
https://www.diresaapurimac.gob.pe/web/,5,D.Leg 1057 - Determinado (Necesidad Transitoria)-011,"S/. 2,150.00",18/12/2024,01/01/2025,"02 AÑOS DE EXPERIENCIA GENERAL EN INSTITUCIONES PUBLICAS Y/O PRIVADAS.
01 AÑO DE EXPERIENCIA ESPECIFICA EN FUNCION O MATERIA EN ACOMPAÑAMIENTO O CUIDADOS DE SALUD.",TITULO DE TECNICO EN ENFERMERIA.,"PRIMEROS AUXILIOS EN SALUD MENTAL, TÉCNICAS BÁSICAS DE INTERVENCIÓN INMEDIATA EN CRISIS, INTERVENCIONES PARA MEJORAR HABILIDADES SOCIALES Y COGNITIVAS, ESTRATEGIAS PARA PREVENIR EL AGOTAMIENTO EMOCIONAL EN EL PERSONAL DE ENFERMERÍA Y CAPACITACIÓN O ACTIVIDADES DE ACTUALIZACIÓN AFINES AL CARGO","TÉCNICAS DE MEDICIÓN, ADMINISTRACIÓN DE MEDICAMENTOS, APOYO EMOCIONAL, RECONOCIMIENTO DE SIGNOS DE ANSIEDAD, DEPRESIÓN Y PSICOSIS Y CUIDADOS BÁSICOS DEL PACIENTE.","RECONOCER CAMBIOS EN EL ESTADO MENTAL Y FÍSICO DEL PACIENTE, MANEJO DE SITUACIONES DE AGRESIVIDAD O AUTOLESIÓN, RECONOCIMIENTO Y RESPUESTA INICIAL A CRISIS DE PÁNICO O ALTERACIONES DEL COMPORTAMIENTO",TECNICO EN ENFERMERIA.,Direccion Regional De Salud Apurimac,APURIMAC - ABANCAY
https://www.gob.pe/ugelandahuaylas,2,276-006,S/. 698.75,12/12/2024,26/12/2024,SIN EXPERIENCIA,SECUNDARIA COMPLETA,NO ES NECESARIA,NO ES NECESARIA,NO ES NECESARIA,TRABAJADOR DE SERVICIOS II,Unidad De Gestion Educativa De Andahuaylas,APURIMAC - ANDAHUAYLAS
https://www.gob.pe/ugelandahuaylas,1,276-006,S/. 801.50,12/12/2024,26/12/2024,NO ES NECESARIA,TÍTULO PROFESIONAL TÉCNICO EN COMPUTACIÓN E INFORMÁTICA,NO ES NECESARIA,NO ES NECESARIA,ORIENTACIÓN AL USUARIO Y CAPACIDAD DE ANÁLISIS,OPERADOR PAD,Unidad De Gestion Educativa De Andahuaylas,APURIMAC - ANDAHUAYLAS
https://www.reddesaludcotabambas.gob.pe,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-003,"S/. 7,300.00",06/12/2024,20/12/2024,MÍNIMO DOS (2) AÑOS DE EXPERIENCIA EN EL SECTOR PÚBLICO Y/O PRIVADO. RELACIONADO AL PUESTO QUE POSTULA Y/O AFINES.,"TITULO PROFESIONAL  CON COLEGIATURA HABILITADA, SERUMS Y  ESPECIALIDAD CON RNE",MEDICO ESPECIALISTA EN ANESTESIOLOGIA,AFINES A SU CARRERA Y  CONOCIMIENTO DE OFIMATICA,TRABAJO BAJO PRESION,MEDICO ESPECIALISTA EN ANESTESIOLOGIA,Unidad Ejecutora De La Red De Salud Cotabambas,APURIMAC - TAMBOBAMBA
https://www.reddesaludcotabambas.gob.pe,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-003,"S/. 7,300.00",06/12/2024,20/12/2024,MÍNIMO DOS (2) AÑOS DE EXPERIENCIA EN EL SECTOR PÚBLICO Y/O PRIVADO. RELACIONADO AL PUESTO QUE POSTULA Y/O AFINES,"TITULO PROFESIONAL  CON COLEGIATURA HABILITADA, SERUMS Y  ESPECIALIDAD CON RNE",MEDICO ESPECIALISTA EN PEDIATRIA,AFINES A SU CARRERA Y  CONOCIMIENTO DE OFIMATICA,TRABAJO BAJO PRESION,MEDICO ESPECIALISTA EN PEDIATRIA,Unidad Ejecutora De La Red De Salud Cotabambas,APURIMAC - TAMBOBAMBA
https://www.reddesaludcotabambas.gob.pe,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-003,"S/. 7,300.00",06/12/2024,20/12/2024,MÍNIMO DOS (2) AÑOS DE EXPERIENCIA EN EL SECTOR PÚBLICO Y/O PRIVADO. RELACIONADO AL PUESTO QUE POSTULA Y/O AFINES.,"TITULO PROFESIONAL  CON COLEGIATURA HABILITADA, SERUMS Y  ESPECIALIDAD CON RNE",GINECOLOGIA,AFINES A SU CARRERA Y  CONOCIMIENTO DE OFIMATICA,TRABAJO BAJO PRESION,MEDICO ESPECIALISTA EN GINECOLOGIA,Unidad Ejecutora De La Red De Salud Cotabambas,APURIMAC - TAMBOBAMBA
https://www.regionapurimac.gob.pe,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-006,"S/. 2,500.00",06/12/2024,20/12/2024,"MÍNIMO 03 AÑOS DE EXPERIENCIA EN EL SECTOR PÚBLICO Y/O PRIVADO. MÍNIMO 02 AÑOS, EN EL ÁREA DE SERVICIOS GENERALES.

- 01 AÑO DE EXPERIENCIA EN EL SECTOR PÚBLICO COMO COORDINADOR Y/O RESPONSABLE DE SERVICIOS GENERALES.","BACHILLER O TITULADO EN CONTABILIDAD, ADMINISTRACIÓN, ECONOMÍA.",NO APLICA,NO APLICA,- INICIATIVA. - PLANIFICACIÓN. - ORGANIZACIÓN DE LA INFORMACIÓN Y DINAMISMO.  - VOCACIÓN AL SERVICIO  - CAPACIDAD ANALÍTICA  - COMUNICACIÓN EFECTIVA  - TRABAJO EN EQUIPO  - ÉTICA Y PROFESIONALISMO  - TRABAJO EN EQUIPO - RESPONSABILIDAD  - PROACTIVO,RESPONSABLE DE SERVICIOS GENERALES,Gobierno Regional De Apurimac,APURIMAC - ABANCAY
https://www.regionapurimac.gob.pe,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-006,"S/. 4,500.00",06/12/2024,20/12/2024,"EXPERIENCIA LABORAL GENERAL: MÍNIMO 06 AÑOS DE EXPERIENCIA EN EL SECTOR PÚBLICO Y/O PRIVADO, MÍNIMO 02 AÑOS DE EXPERIENCIA EN EL SECTOR PÚBLICO COMO ESPECIALISTA EN CONTRATACIONES DEL ESTADO Y/O COMO RESPONSABLE DEL ÁREA DE LOGÍSTICA (SUBGERENTE, DIRECTOR, COORDINADOR Y OTROS) RELACIONADAS AL ÁREA Y FUNCIÓN.","TÍTULO PROFESIONAL EN: CONTABILIDAD, ADMINISTRACIÓN, ECONOMÍA O AFINES A LA ESPECIALIDAD","- GESTIÓN PUBLICA -CAPACITACIÓN EN LOS SISTEMAS SIGA, SIAFY SEACE -OFIMÁTICA EXCEL, WORD, POWER POINT -CONTRATACIONES DEL ESTADO. -CERTIFICADO OSCE VIGENTE- NIVEL INTERMEDIO","- CONOCIMIENTO DEL MANEJO DE LOS SISTEMAS ADMINISTRATIVOS DEL SECTOR PÚBLICO, CONOCIMIENTO DE LA NORMA DE CONTRATACIONES DEL ESTADO",- INICIATIVA. - PLANIFICACIÓN. - ORGANIZACIÓN DE LA INFORMACIÓN. -DINAMISMO,ESPECIALISTA EN CONTRATACIONES DEL ESTADO,Gobierno Regional De Apurimac,APURIMAC - ABANCAY
https://www.regionapurimac.gob.pe,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-006,"S/. 6,000.00",06/12/2024,20/12/2024,MÍNIMO 01 AÑO DE EXPERIENCIA  COMO PROFESOR EN EDUCACIÓN FÍSICA Y/O GESTOR DEPORTIVO EN EL SECTOR PÚBLICO Y/O PRIVADO.MÍNIMO 03 MESES DE EXPERIENCIA EN EL SECTOR PÚBLICO COMO PROMOTOR DE ESPACIOS DEPORTIVOS   Y/O RESPONSABLE DE COMPLEJOS DE DEPORTIVOS,BACHILLER  Y/O TITULO EN: INGENIERÍA DE SISTEMAS Y/O CONTABILIDAD Y/O ADMINISTRACIÓN,- MASTER EJECUTIVO EN GESTIÓN DEPORTIVA Y ADMINISTRACIÓN DE FUTBOL,CONOCIMIENTO EN GESTIÓN DEPORTIVA,- INICIATIVA. - PLANIFICACIÓN. - ORGANIZACIÓN  -DIRECCIÓN,ADMINISTRADOR DEL COMPLEJO DEPORTIVO EL OLIVO,Gobierno Regional De Apurimac,APURIMAC - ABANCAY
https://www.regionapurimac.gob.pe,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-006,"S/. 2,300.00",06/12/2024,20/12/2024,"MÍNIMO 02 AÑOS DE EXPERIENCIA EN EL SECTOR PÚBLICO Y/O PRIVADO. -MÍNIMO 02 AÑOS DE EXPERIENCIA EN EL SECTOR PÚBLICO Y/O PRIVADO RELACIONADAS A LA FUNCIÓN.
- 01 AÑO DE EXPERIENCIA EN EL SECTOR PÚBLICO RELACIONADAS A LA FUNCIÓN","TÉCNICO TITULADO Y/O BACHILLER EN: INGENIERÍA INFORMÁTICA, INGENIERÍA DE SISTEMAS",- REPARACIÓN Y MANTENIMIENTO DE COMPUTADORES.  - INSTALACIÓN Y CONFIGURACIÓN DE REDES DE COMPUTADORAS. - MANEJO DE HERRAMIENTAS DE OFFICE,- PROCESADOR DE TEXTO -INTERMEDIO - HOJAS DE CÁLCULO- INTERMEDIO -PROGRAMA DE PRESENTACIONES- INTERMEDIO,- INICIATIVA. - PROACTIVO.  - PLANIFICACIÓN. - ORGANIZACIÓN DE LA INFORMACIÓN Y DINAMISMO,SOPORTE TECNICO,Gobierno Regional De Apurimac,APURIMAC - ABANCAY
https://www.gob.pe/ugelchincheros  https://ugelch.gob.pe/,1,276-6,S/. 971.65,05/12/2024,19/12/2024,"EXPERIENCIA GENERAL: 03 AÑOS DE EXPERIENCIA EN EL SECTOR PUBLICO O PRIVADO EXPERIENCIA 
ESPECIFICA: 01 AÑO COMOAUXILIAR DE LABORATORIO O AFINES",SECUNDARIA COMPLETA,CAPACITACION RELACIONADOS AL CARGO,CONSERVACION Y MANTENIMIENTO DE LOS EQUIPOS DE LABORATORIO,"PRO ACTIVIDAD, ADAPTABILIDAD, DINAMISMO, ORDEN",AUXILIAR DE LABORATORIO,Unidad De Gestion Educativa Local De Chincheros,APURIMAC - HUACCANA
https://www.regionapurimac.gob.pe,1,276-003,"S/. 2,873.49",05/12/2024,19/12/2024,¿	TRES (03) AÑOS DE EXPERIENCIA EN EL SECTOR PÚBLICO Y/O PRIVADO ¿	DOS (02) AÑOS DE EXPERIENCIA EN CARGOS SIMILARES EN EL SECTOR PÚBLICO O PRIVADO,"¿	UNIVERSIDAD COMPLETA ¿	BACHILLER EN ADMINISTRACIÓN, ECONOMÍA, CONTABILIDAD O AFINES POR LA FORMACIÓN.",NO REQUIERE,¿	CURSOS O PROGRAMAS DE ESPECIALIZACIÓN AFINES A SUS FUNCIONES. ¿	CONOCIMIENTO DE OFIMÁTICA.,NO REQUIERE,ESPECIALISTA EN FINANZAS II,Gobierno Regional De Apurimac,APURIMAC - ABANCAY
https://www.regionapurimac.gob.pe,1,276-003,"S/. 2,613.04",05/12/2024,19/12/2024,¿	CUATRO (04) AÑOS DE EXPERIENCIA EN EL SECTOR PÚBLICO Y/O PRIVADO TRES (03) AÑOS DE EXPERIENCIA EN FUNCIONES SIMILARES EN EL SECTOR PÚBLICO O PRIVADO,¿	UNIVERSIDAD COMPLETA ¿ ¿	BACHILLER EN ECONOMÍA O AFINES POR LA FORMACIÓN,NO REQUIERE,¿	CURSOS O PROGRAMAS DE ESPECIALIZACIÓN EN GESTIÓN PÚBLICA O AFINES A SUS FUNCIONES ¿	CONOCIMIENTO DE OFIMÁTICA.,NO REQUIERE,ECONOMISTA II,Gobierno Regional De Apurimac,APURIMAC - ABANCAY
https://www.regionapurimac.gob.pe,1,276-003,"S/. 2,612.90",05/12/2024,19/12/2024,¿	CUATRO (04) AÑOS DE EXPERIENCIA EN EL SECTOR PÚBLICO Y/O PRIVADO ¿	DOS (02) AÑOS DE EXPERIENCIA EN CARGOS SIMILARES EN EL SECTOR PÚBLICO O PRIVADO,"¿	¿	TÉCNICO BÁSICO COMPLETO. ¿	TITULADO EN CONSTRUCCIÓN CIVIL, AGROPECUARIA O AFINES POR LA FORMACIÓN",NO REQUIERE,¿	CONOCIMIENTO DE OFIMÁTICA.,NO REQUIERE,TECNICO EN INGENIERIA,Gobierno Regional De Apurimac,APURIMAC - ABANCAY
https://www.regionapurimac.gob.pe,1,276-003,"S/. 2,217.00",05/12/2024,19/12/2024,¿	TRES (03) AÑOS DE EXPERIENCIA EN EL SECTOR PÚBLICO Y/O PRIVADO ¿	DOS (02) AÑOS DE EXPERIENCIA EN CARGOS SIMILARES EN EL SECTOR PÚBLICO O PRIVADO,"¿	TÉCNICO BÁSICO COMPLETO ¿	¿	TITULADO EN CONTABILIDAD, ADMINISTRACIÓN O AFINES POR LA FORMACIÓN",NO REQUIERE,¿	CONOCIMIENTO DE OFIMÁTICA.,NO REQUIERE,TECNICO ADMINISTRATIVO III: NIVEL STA,Gobierno Regional De Apurimac,APURIMAC - ABANCAY
https://www.regionapurimac.gob.pe,1,276-003,"S/. 2,376.13",05/12/2024,19/12/2024,¿	TRES (03) AÑOS DE EXPERIENCIA EN EL SECTOR PÚBLICO Y/O PRIVADO ¿	DOS (02) AÑOS DE EXPERIENCIA EN CARGOS SIMILARES EN EL SECTOR PÚBLICO O PRIVADO,"TECNICO BASICO COMPLETO ¿		TÍTULO EN SECRETARIADO EJECUTIVO, SECRETARIADO, ASISTENTE DE GERENCIA O AFINES POR LA FORMACIÓN",NO REQUIERE,¿	CONOCIMIENTO DE OFIMÁTICA.,NO REQUIERE,SECRETARIA  IV,Gobierno Regional De Apurimac,APURIMAC - ABANCAY
