job_posting_url,vacancies,job_posting_number,salary,start_publication_date,end_publication_date,required_experience,educational_background,specialization,required_knowledge,skills,job_title,public_institution,ubication
https://aplicativo.pj.gob.pe/psep/wfrminicio.aspx,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-065,"S/. 3,850.00",26/12/2024,08/01/2025,"EXPERIENCIA LABORAL GENERAL NO MENOR DE DOS (02) AÑOS, INCLUIDO SECIGRA, DE LOS CUALES UN (01) AÑO DEBE SER EN INSTITUCIONES PÚBLICAS CON ESPECIALIDAD EN DERECHO DE FAMILIA CIVIL Y FAMILIA TUTELAR.","TÍTULO PROFESIONAL DE ABOGADO/A, COLEGIADO/A Y HABILITADO/A.","ESTUDIOS CONCLUIDOS DE POSTGRADO EN DERECHO FAMILIA, CIVIL, PROCESAL CIVIL Y/O CONSTITUCIONAL (DESEABLE).",CURSOS Y/O CAPACITACIONES EN TEMAS RELACIONADOS EN VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR (OBLIGATORIO). CURSO DE REDACCIÓN JURÍDICA (DESEABLE).,REDACCIÓN RAZONAMIENTO LÓGICO COMPRENSIÓN LECTORA DINAMISMO CONTROL,ESPECIALISTA JUDICIAL DE JUZGADO,Unidad Ejecutora De La Corte Superior De Justicia Del Callao,CALLAO - CALLAO
https://casrrhh.aurora.gob.pe/convocatorias/,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-626,"S/. 4,000.00",26/12/2024,08/01/2025,"• EXPERIENCIA GENERAL
-DOS (02) AÑOS DE EXPERIENCIA GENERAL EN EL SECTOR PÚBLICO Y/O PRIVADO.
• EXPERIENCIA ESPECÍFICA
-UN (01) AÑO DE EXPERIENCIA EL SECTOR PÚBLICO Y/O PRIVADO EN LA GESTIÓN, COORDINACIÓN Y/O DESARROLLO DE PROYECTOS O PROGRAMAS DE ATENCIÓN Y/O PREVENCIÓN DE LA VIOLENCIA HACIA LA MUJER, FAMILIAR Y SEXUAL, DE PREFERENCIA QUE INCORPOREN A LA POBLACIÓN ADULTA, LÍDERES Y LIDERESAS DE LAS ORGANIZACIONES SOCIALES.
-UN (01) AÑO COMO AUXILIAR O ASISTENTE.","TÍTULO PROFESIONAL UNIVERSITARIO O PEDAGÓGICO EN PSICOLOGÍA, TRABAJADO SOCIAL, DERECHO, ANTROPOLOGÍA, SOCIOLOGÍA O EDUCACIÓN","• CAPACITACIÓN EN TEMAS DE VIOLENCIA FAMILIAR Y/O SEXUAL, CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR Y/O CAPACITACIÓN EN ESTUDIOS DE GÉNERO.","• CONOCIMIENTO EN ACOMPAÑAMIENTO, APOYO O FACILITACIÓN PARA LA PREVENCIÓN DE LA VIOLENCIA DE GÉNERO. • CONOCIMIENTO EN GESTIÓN DE EQUIPOS, RECURSOS HUMANOS, ORGANIZACIÓN Y PLANIFICACIÓN. • CONOCIMIENTO DE PROCESO DE DESARROLLO DE HABILIDADES PARA EL TRABAJO CON POBLACIONES ADULTAS (LÍDERES Y LIDERESAS DE ORGANIZACIONES SOCIALES) MANEJO DE METODOLOGÍA DE CAPACITACIÓN A PERSONAS ADULTAS CON ENFOQUE PARTICIPATIVO. • CONOCIMIENTO BÁSICO DE SALUD Y SEGURIDAD EN EL TRABAJO • MANEJO DE HERRAMIENTAS PARA EL ABORDAJE GRUPAL E INDIVIDUAL DIRIGIDO A MUJERES EN SITUACIÓN DE VIOLENCIA.","ORGANIZACIÓN DE INFORMACIÓN, BASE DE DATOS, GESTIÓN FINANCIERA, MANEJO DE METODOLOGÍA PARTICIPATIVA, ORIENTACIÓN DE RESULTADOS, MANEJO ADECUADO DE LAS RELACIONES INTERPERSONALES Y CAPACIDAD PARA TRABAJAR EN EQUIPO Y BAJO PRESIÓN. CAPACIDAD PARA LA ARTICULACIÓN MULTINIVEL ESPECIALMENTE A NIVEL INTERGUBERNAMENTAL.",CONTRATAR LOS SERVICIOS DE UN/A (01) PROFESIONAL EN PROMOCIÓN DE TRABAJO COMUNITARIO EN LAS ORGANIZACIONES SOCIALES PARA CEM COMISARIA CARMEN DE LA LEGUA REYNOSO - CALLAO,Progr Nac Para La Prevenc Y Erradic De La Violencia Contra Las Mujeres E Integ Del Grup Fam-Aurora,CALLAO - CARMEN DE LA LEGUA REYNOSO
https://aplicativo.pj.gob.pe/psep/wfrminicio.aspx,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-065,"S/. 4,750.00",26/12/2024,08/01/2025,"EXPERIENCIA LABORAL GENERAL NO MENOR DE DOS (02) AÑOS EN EL SECTOR PÚBLICO Y/O PRIVADO, DE LOS CUALES UNO (01) DEBE SER EN ESPECIALIDAD LABORAL Y/O CONTENCIOSO ADMINISTRATIVO.","TÍTULO PROFESIONAL DE ABOGADO/A, COLEGIADO/A Y HABILITADO/A.",ESTUDIOS DE POSTGRADO EN DERECHO LABORAL Y/O PROCESO CONTENCIOSO ADMINISTRATIVO(DESEABLE).,"CURSOS Y/O CAPACITACIONES EN DERECHO LABORAL, DERECHO PROCESAL LABORAL, DERECHO CONTENCIOSO ADMINISTRATIVO, DERECHO PREVISIONAL, DERECHO INDIVUAL Y COLECTIVO (DESEABLE)",REDACCIÓN RAZONAMIENTO LÓGICO COMPRENSIÓN LECTORA DINAMISMO CONTROL,PROFESIONAL JUDICIAL DE SALA,Unidad Ejecutora De La Corte Superior De Justicia Del Callao,CALLAO - CALLAO
https://aplicativo.pj.gob.pe/psep/wfrminicio.aspx,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-065,"S/. 8,000.00",26/12/2024,08/01/2025,"EXPERIENCIA LABORAL GENERAL NO MENOR DE TRES (03) AÑOS, EN EL SECTOR PÚBLICO Y/O PRIVADO.
EXPERIENCIA ESPECIFICA LABORAL DE DOS (02) AÑOS EN LABORES SIMILARES EN EL SECTOR PÚBLICO, DE PREFERENCIA.","TÍTULO PROFESIONAL DE ABOGADO/A, COLEGIADO/A Y HABILITADO/A.",ESTUDIOS DE POSTGRADO EN MATERIAS RELACIONADAS AL CARGO (CULMINADO Y ACREDITADO),"CURSOS Y/O CAPACITACIONES EN GESTIÓN PÚBLICA, CURSOS Y/O CAPACITACIONES DE NORMATIVIDAD DEL SECTOR PÚBLICO",REDACCIÓN RAZONAMIENTO LÓGICO COMPRENSIÓN LECTORA DINAMISMO CONTROL,ASESOR DE PRESIDENCIA,Unidad Ejecutora De La Corte Superior De Justicia Del Callao,CALLAO - CALLAO
https://extranet.cunamas.gob,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-1296,"S/. 3,814.19",20/12/2024,03/01/2025,"•	EXPERIENCIA LABORAL GENERAL DE 03 AÑOS.
•	EXPERIENCIA LABORAL ESPECIFICA DE DOS (02) AÑOS EN CARGOS SIMILARES EN EL SECTOR PÚBLICO","•	TÍTULO PROFESIONAL UNIVERSITARIO EN DERECHO, COLEGIADO Y HABILITADO.",•	CURSOS Y/O CAPACITACIÓN EN TEMAS RELACIONADOS AL PUESTO (ÚLTIMOS 5 AÑOS).,"•	CON CONOCIMIENTO EN GESTIÓN PÚBLICA Y/O SISTEMAS ADMINISTRATIVOS DEL ESTADO RELACIONADOS A LA MATERIA Y CONOCIMIENTOS EN DERECHO NOTARIAL, REGISTRAL Y PENAL. •	CON CONOCIMIENTO DE OFIMÁTICA INTERMEDIA (WORD, EXCEL, POWER POINT).    •	DISPONIBILIDAD PARA VIAJAR CONSTANTEMENTE FUERA Y DENTRO DEL DEPARTAMENTO.","•	ANÁLISIS, PLANIFICACIÓN, CONTROL Y NEGOCIACIÓN",ABOGADO,Programa Nacional Cuna Mas,CALLAO - CALLAO
https://http://extranet.corpac.gob.pe/pash/bienvenida,1,728-069,"S/. 2,200.00",19/12/2024,02/01/2025,"- ACREDITAR COMO MÍNIMO DOS (2) AÑOS DE EXPERIENCIA LABORAL EN ACTIVIDADES RELACIONADAS A LAS CONTRATACIONES EN EL SECTOR PÚBLICO O PRIVADO, O UN (1) AÑO DE PRÁCTICAS PREPROFESIONALES O PROFESIONALES EN INSTITUCIONES PÚBLICAS EN TEMAS VINCULADOS A CONTRATACIONES CON EL ESTADO.","- EGRESADO DE INSTITUTO SUPERIOR CON UN MÍNIMO DE TRES (3) AÑOS, O DOS (2) AÑOS DE ESTUDIOS UNIVERSITARIOS EN DERECHO, O BACHILLER EN DERECHO","- CAPACITACIÓN EN CONTRATACIONES DEL ESTADO, EXPEDIDA POR UNIVERSIDAD O INSTITUCIÓN DE PRESTIGIO, CON UN MÍNIMO DE 350 HORAS EN CONTRATACIONES PÚBLICAS, CON UNA ANTIGÜEDAD NO MAYOR DE CINCO (5) AÑOS.","- CONTAR CON LA CERTIFICACIÓN OTORGADA POR EL OSCE VIGENTE. - CONOCIMIENTOS DE SISTEMAS INFORMÁTICOS (OFFICE) A NIVEL DE USUARIOS, ACREDITADO CON CERTIFICADO O DECLARACIÓN JURADA.","- VOCACIÓN DE SERVICIO - PROACTIVIDAD -  APRENDIZAJE CONTINUO Y AUTOGESTIÓN - COMUNICACIÓN EFECTIVA - DOMINIO DE HERRAMIENTAS, INSTRUMENTOS Y SISTEMAS DE APOYO A LA ACTIVIDAD",ASISTENTE ADMINISTRATIVO II,Corporacion Peruana De Aeropuertos Y Aviacion Comercial Sociedad Anonima - Corpac S.A.,CALLAO - CALLAO
https://www.gob.pe/ugelventanilla,1,276-89,"S/. 2,321.65",16/12/2024,30/12/2024,NO APLICA,SECUNDARIA COMPLETA,NO APLICA,NO APLICA,NO APLICA,TRABAJADOR DE SERVICIO,Unidad De Gestion Educativa Local- Ventanilla,CALLAO - VENTANILLA
https://www.gob.pe/ugelventanilla,1,276-89,"S/. 2,321.65",16/12/2024,30/12/2024,NO APLICA,SECUNDARIA COMPLETA,NO APLICA,NO APLICA,NO APLICA,TRABAJADOR DE SERVICIO,Unidad De Gestion Educativa Local- Ventanilla,CALLAO - VENTANILLA
https://www.gob.pe/ugelventanilla,1,276-89,"S/. 2,321.65",16/12/2024,30/12/2024,NO APLICA,SECUNDARIA COMPLETA,NO APLICA,NO APLICA,NO APLICA,TRABAJADOR DE SERVICIO,Unidad De Gestion Educativa Local- Ventanilla,CALLAO - VENTANILLA
https://www.gob.pe/ugelventanilla,1,276-89,"S/. 2,321.65",16/12/2024,30/12/2024,NO APLICA,SECUNDARIA COMPLETA,NO APLICA,NO APLICA,NO APLICA,TRABAJADOR DE SERVICIO,Unidad De Gestion Educativa Local- Ventanilla,CALLAO - VENTANILLA
https://portal.indeci.gob.pe/oportunidades/,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-340,"S/. 5,000.00",27/12/2024,09/01/2025,"•	EXPERIENCIA LABORAL GENERAL 
EXPERIENCIA GENERAL NO MENOR DE TRES (03) AÑOS EN EL SECTOR PÚBLICO Y/O PRIVADO.
•	EXPERIENCIA LABORAL ESPECIFICA
DOS (02) AÑOS DE EXPERIENCIA EN LA FUNCIÓN O MATERIA. 
DOS (02) AÑOS DE EXPERIENCIA EN EL NIVEL MÍNIMO ANALISTA O SU EQUIVALENTE.
DOS (02) AÑOS DE EXPERIENCIA EN FUNCIÓN O MATERIA EN EL SECTOR PÚBLICO",•	TÍTULO PROFESIONAL EN ARQUITECTURA Y/O INGENIERÍA CIVIL Y/O CIENCIAS MILITARES Y/O CIENCIAS DE LA COMUNICACIÓN Y/O INGENIERÍA GEOLÓGICA Y/O INGENIERÍA AMBIENTAL Y/O INGENIERÍA GEOGRÁFICA Y/O GEOGRAFÍA Y/O ADMINISTRACIÓN Y/O INGENIERÍA INDUSTRIAL Y/O INGENIERÍA AGRÍCOLA.,•	PROGRAMA DE ESPECIALIZACIÓN Y/O DIPLOMADO EN GESTIÓN DE RIESGO DE DESASTRE,"•	CONOCIMIENTOS DE LA LEY DEL SINAGERD, REGLAMENTO DE LA LEY DEL SINAGERD PALANAGERD, Y POLÍTICA DE GESTIÓN DE RIESGOS AL 2050 •	CONOCIMIENTO EN OFIMÁTICA (WORD, EXCEL Y/O POWERPOINT) A NIVEL BÁSICO",•	COMPROMISO •	RESPONSABILIDAD •	VOCACIÓN DE SERVICIO •	ADAPTABILIDAD – FLEXIBILIDAD •	COMUNICACIÓN •	ORIENTACIÓN A RESULTADOS •	CAPACIDAD DE ANÁLISIS Y SÍNTESIS •	ORGANIZACIÓN DE LA INFORMACIÓN •	TOLERANCIA A LA PRESIÓN •	TRABAJO EN EQUIPO,ESPECIALISTA EN GESTION DE RIESGO DE DESASTRE,Instituto Nacional De Defensa Civil,AMAZONAS - CHACHAPOYAS
